	SRR6468503	SRR6468521	SRR6468522	SRR6468523	SRR6468525	SRR6468526	SRR6468527	SRR6468528	SRR6468534	SRR6468541	SRR6468542	SRR6468543	SRR6468544	SRR6468545	SRR6468546	SRR6468547	SRR6468548	SRR6468549	SRR6468550	SRR6468551	SRR6468552	SRR6468559	SRR6468560	SRR6468561	SRR6468563	SRR6468567	SRR6468568	SRR6468571	SRR6468572	SRR6468573	SRR6468574	SRR6468575	SRR6468577	SRR6468578	SRR6468579	SRR6468580	SRR6468581	SRR6468590	SRR6468591	SRR6468592	SRR6468595	SRR6468596	SRR6468597	SRR6468598	SRR6468599	SRR6468603	SRR6468604	SRR6468606	SRR6468607	SRR6468608	SRR6468609	SRR6468610	SRR6468612	SRR6468613	SRR6468614	SRR6468617	SRR6468618	SRR6468619	SRR6468620	SRR6468621	SRR6468622	SRR6468623	SRR6468626	SRR6468628	SRR6468629	SRR6468638	SRR6468639	SRR6468640	SRR6468641	SRR6468642	SRR6468643	SRR6468644	SRR6468645	SRR6468646	SRR6468647	SRR6468648	SRR6468649	SRR6468650	SRR6468653	SRR6468655	SRR6468656	SRR6468657	SRR6468660	SRR6468661	SRR6468665	SRR6468671	SRR6468672	SRR6468673	SRR6468674	SRR6468676	SRR6468678	SRR6468679	SRR6468680	SRR6468681	SRR6468685	SRR6468686	SRR6468687	SRR6468689	SRR6468692	SRR6468694	SRR6468695	SRR6468700	SRR6468706	SRR6468709
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	0	0	286	0	201	27	0	0	0	0	144	0	276	0	0	0	167	0	0	0	0	10584	1976	0	0	72	13	0	0	829	0	3429	0	21	277	0	1523	12	0	2521	0	0	18	0	1131	0	38	1610	1006	14793	19	27	5386	346	0	27	0	0	0	1796	658	239	368	321	0	0	0	0	0	0	0	674	0	0	0	0	322	49	36999	0	0	458	622	0	0	0	0	131	1069	2782	0	1072	1126	0	4421	0	206	0	0	0	1465	0	0	295
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_sp001305055	0	0	0	0	46	25	0	0	13	10	17	0	0	0	0	21	0	60	0	0	83	182	44	0	0	0	0	0	0	28	0	68	0	1712	37	0	27	0	0	0	0	0	0	0	15	0	0	16	30	19	0	0	133	10	0	0	0	0	0	41	17	0	17	0	0	0	0	0	0	29	25	10	21	0	0	0	0	0	647	41	0	14	13	0	0	0	0	0	19	135	0	121	27	0	99	0	0	0	0	0	24	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	25	20	0	0	0	22	0	728	0	0	15	0	0	0	0	0	0	55	0	0	0	0	27	218	0	0	228	0	15	29	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	44	13	0	0	0	17	0	68	0	0	0	15	0	0	0	0	0	0	0	0	0	0	181	74	0	0	0	0	0	17	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_sp900546545	0	0	132	0	0	36	0	10	46	20	15	11	14	512	0	33	40	209	17	0	50	33	0	0	0	0	550	0	0	17	78	24	14	1115	0	48	77	0	0	0	0	0	10	380	14	20	31	0	151	0	10	0	32	415	0	626	0	25	10	49	0	11	17	15	0	0	0	16	14	0	997	757	0	0	18	43	50	185	0	0	0	0	0	0	0	0	0	0	0	481	0	17	0	18	0	0	14	0	0	0	120	0	0	10
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__MGYG000004610	199	0	25	1897	14	75	795	345	355	69	566	366	270	41	38	154	0	0	63	197	327	924	480	37	0	43	114	221	32	59	56	72	384	31	128	49	0	0	0	0	0	0	250	0	15	448	870	35	309	0	78	1698	62	22	104	215	0	0	96	15	19	661	200	189	0	0	0	0	136	66	21	260	1981	486	84	397	100	471	655	0	60	27	1447	0	182	0	0	51	36	56	71	332	227	37	107	39	47	29	0	0	394	40	0	143
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides	51	0	115	18	255	39	44	38	66	390	221	112	14	259	18	6170	33	73	22	0	24	38	0	0	0	697	35	61	0	100	10	74	81	24204	10	51	15	45	28	27	0	0	15	47978	30	24	11	22	724	20	105	0	112	78	22	47	16	0	29	104	0	19	15	0	0	0	0	20	414	11	38	46735	42	61	95	41	1793	185	302	1040	26	10	21	0	0	0	0	111	344	18	38	427	0	68	128	25	0	165	0	0	636	0	25	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	98	0	1153	363	362	240	0	25	235	92	112	184114	42	404	72	2789	75	333	8364	0	43	16	44	21	0	53	71	59	0	131	374	26	110	156	50	11	194	48	0	0	0	25	98	97	135	60	577	0	108240	239	81	0	989	128	246	27	0	0	46	82	241	72	445	77	17	0	22	78	2932	37	51	76	4390	92	77	233	115	127736	234	98	18	47	10	0	122	0	0	65	41	16	37	1318	0	410	336	88	27657	0	0	0	149	0	0	86
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp002299315	98	0	21275	14	155	930	0	0	80	28	12	7631	0	42	67	21035	22	246	119073	12	0	45	19	0	0	18	12	40	27	24	5796	18	59	21	15	0	37	26	20	11	0	0	12	12	23	49	7238	46	5382	80	78	48	47	22	112	10	11	12	51	61	0	15	5425	0	195	0	0	87	14849	25	119	47	67298	0	21	2005	889	8928	32	91	23	17	19	22	782	0	0	0	101	58	23	15086	0	86	84	1469	1961	20	0	10	35	0	0	11
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp003436425	0	0	4805	0	10	0	0	0	0	42	0	8848	0	12	0	5208	0	33	21589	0	0	0	16	0	0	0	0	0	0	0	1155	19	14	14	0	0	0	0	0	0	35	0	0	68	0	0	1577	0	4188	20	0	0	87	10	0	0	0	21	12	0	10	0	1104	0	43	0	0	0	3992	10	23	0	14650	0	16	445	232	14525	0	15	0	0	0	0	46	0	0	85	0	39	0	3897	0	0	11	295	2068	0	0	0	0	0	37	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp003458715	10	0	1175	17	0	0	0	0	15	20	0	6596	18	10	0	1089	0	86	4397	0	0	0	0	0	0	0	0	20	0	43	470	0	11	18	10	0	0	0	0	0	0	0	0	0	16	20	339	0	12226	0	45	0	18	0	79	10	0	0	0	0	333	0	103	0	136	0	0	0	2168	0	0	0	2904	12	34	186	98	5307	0	11	0	0	0	0	16	0	0	0	0	14	18	438	16	0	53	70	1494	0	0	0	16	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp900547815	1079	0	1075	1938	162	342	122	962	290	845	2243	14094	511	814	2610	2036	41	339	4450	602	74	7942	945	764	10	481	0	67	4897	2804	682	715	443	5178	1871	12	113	46	0	1269	35	153	2634	1569	2343	331	2184	443	8374	95	123	190	15499	449	917	1566	0	12483	4176	523	305	211	1457	404	19	10	20	15	5452	491	1066	2722	3648	3171	1772	1287	413	11616	15189	131	1058	838	422	17	407	0	0	586	936	411	2190	1388	558	215	8499	970	2056	1492	10	101	146	257	1575	1422
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp900754615	0	0	876	0	0	38	0	0	0	14	445	4433	143	101	24	496	59	22	2482	0	11	13	0	0	0	0	0	0	0	0	257	0	0	64	0	0	12	129	0	33	0	0	0	113	110	61	430	0	3171	0	0	0	14	0	60	0	0	0	18	15	0	0	295	0	0	0	0	13	739	0	0	0	2075	12	38	144	75	2856	0	17	31	303	0	0	0	0	0	121	0	39	10	533	0	0	33	40	924	19	0	0	0	0	0	12
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	686	0	872	3585	0	525	541	452	671	357	2328	182	381	55	1770	560	478	0	27	0	0	5508	9131	0	0	1328	0	0	13	7457	946	0	1573	312	890	563	3110	0	0	36	0	0	1151	13325	13	21	543	5565	4819	23840	0	0	69	1505	773	770	0	0	4099	336	1079	1105	3085	0	11	0	0	0	198	0	0	401	0	471	703	897	290	0	2759	1074	528	2046	3164	0	280	162	0	74	1857	0	1173	0	1766	74	7919	74	790	5631	14	0	15703	0	268	4627
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_massiliensis	277	0	11	10	0	173	0	300	0	0	51	67	99	0	11	23	13	24	0	739	27	0	0	0	0	13	15	12	0	87	25	26	815	640	0	0	0	502	0	5357	0	0	65	37	2511	0	82	10	19	0	0	0	17733	5959	298	79	0	0	0	0	0	0	4975	2345	0	0	16	0	0	275	0	433	23	171	0	3167	0	1127	27	44	55	1689	36	0	0	0	121	1873	0	0	130	2536	3584	0	12293	0	217	12	0	0	51	0	43	485
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp900120005	75	0	1547	80	363	9226	8673	19	64	121	1455	35	48	681	240	557	19	18	0	0	0	295	139	0	0	21276	0	0	25	3219	14	0	115	85	3570	10756	184	0	0	0	0	0	3089	1200	0	77	53	7949	72	436	0	0	0	96	88	82	0	0	297	5361	58	115	45	0	0	0	0	0	20	0	0	18	0	26	73	74	78	15	41746	484	710	109	301	38	163	12	0	1712	206	0	184	0	225	1392	12527	1258	44	540	0	0	1395	0	5390	195
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris	205	62	713	51	335	749	76	191	188	682	266	63	118	0	129	290	21	368	42	15	91	8038	4687	71	51	543	137597	47785	68	2940	258	91086	66	268	7150	12887	18166	565246	133	53232	68	117	23	11365	3514	113	190	5910	199	977	315	241	283	646	66	527	16	63	4149	12571	41	546	3835	18	36	71	47	113955	16	19	106	340	1781	46	27	106	17	22	52362	126916	710	62	183	65	55	751	45	26	6397	65747	86	221	783	613	28999	18	23	4897	148	41	43196	85	18	270
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli|s__Massilicoli_timonensis	21	0	908	430	1581	21	24	1156	0	170	621	133	592	12	473	752	33	37	12	0	509	117	17	0	0	290	5463	16	0	69	101	69	13	11	181	203	0	114	0	13	0	0	105	561	0	125	1109	109	3452	21	0	0	49	12	0	630	0	0	16	0	0	0	498	15	0	0	0	0	91	0	0	123	15	107	142	340	91	1479	663	1030	5389	381	3285	0	0	0	0	16	318	144	23	298	233	81	0	1159	133	128	0	0	890	0	15	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__MGYG000000380	52	0	0	0	0	229	0	65	94	766	3058	114	542	251	187	5834	816	1617	229	0	4636	123	0	0	0	1634	390	0	0	3106	0	0	310	81	128	50	31	0	0	100	0	0	0	1961	165	1243	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	98	0	0	0	640	0	0	0	435	208	1670	638	35	109	230	144	890	905	351	1146	0	0	0	0	16	52	0	67	0	596	0	870	621	0	0	0	0	1506	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__Merdibacter_sp900543035	0	0	309	8176	207	0	0	5120	0	5368	35538	882	223	40	1743	6015	3083	90	1765	0	669	0	0	0	0	30	16	16	0	387	0	0	13	64	1696	0	37	267	0	0	0	0	836	656	10	36	1259	0	0	0	39	93	204	13	23	16	43	0	0	0	0	0	133	0	19	0	0	0	0	0	28	12522	1805	7449	310	3123	111	17	128	84	80	11276	26	0	0	0	0	0	16	0	111	4021	0	13	29	2923	0	18	42	0	333	26	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__Merdibacter_sp900754715	0	0	15	397	0	0	0	197	0	231	2652	29	4859	0	116	264	147	0	76	0	82	0	0	0	0	0	0	0	0	17	0	0	0	0	71	0	0	758	0	35	0	0	10197	0	0	0	82	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	83	248	25	89	0	0	16	0	0	474	0	0	0	0	0	0	0	0	0	129	0	0	10	112	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__Merdibacter_sp900759455	0	0	0	0	12	23	162	0	0	0	636	0	0	40	0	0	0	0	0	0	0	0	34	0	0	36	1062	0	0	1078	0	10	1621	7050	0	232	7356	0	0	0	805	0	0	2823	4691	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	60	16	0	0	0	0	685	0	0	26	337	0	0	0	0	2618	10	0	43	20554	15	59	0	0	0	0	0	0	873	37	0	10	0	0	0	16	0	0	0	17	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__NSJ-61|s__NSJ-61_sp003433845	438	0	139	195	181	13461	71	201	521	128	654	331	27	387	405	133	190	758	124	141	124	579	119	402	0	84	103	102	19	253	115	33	7371	233	254	45	163	313	24	49	20	54	91	421	90	205	156	92	124	67	123	135	2737	157	1297	112	15	0	293	201	97	1537	3156	151	0	0	29	22	48	85	608	235	415	183	151	141	56	360	122	1133	41	107	273	0	486	13	0	80	197	206	67	238	65	185	524	48	182	119	0	0	508	0	150	179
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Traorella|s__MGYG000004077	22	0	59	20	0	0	34	10	160	17	898	0	240	32	108	20	230	0	27	0	12	19	51	0	0	14	0	0	0	15	0	0	0	36	0	0	39	0	0	0	0	0	0	122	42	14	0	34	0	0	0	0	100	49	46	13	0	0	0	0	0	0	70	0	0	0	0	15	26	0	0	12	0	56	62	252	18	204	56	0	1225	82	87	0	0	0	0	0	11	0	0	51	64	0	283	15	0	11	0	0	258	0	0	16
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__UBA636|s__UBA636_sp900546285	2010	0	323	0	0	0	0	0	0	0	0	11122	0	0	0	2261	0	0	6323	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	224	0	0	0	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	1260	839	410	0	0	0	0	0	0	0	0	5667	0	0	0	0	0	0	0	0	0	0	0	0	2399	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Exiguobacterales|f__Exiguobacteraceae|g__Exiguobacterium|s__Exiguobacterium_sp003467445	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	61	0	0	0	0	31	20	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Haloplasmatales_A|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis	182	0	634	907	8605	4237	0	3976	0	3403	518	0	113	0	36	104	0	11	68	13	0	208	10	0	0	1139	0	74	27	1735	0	0	208	277	9884	0	110	589	72	0	0	0	519	615	4784	78	30	0	0	10277	0	0	1105	0	0	80	0	0	3123	589	146	0	189	0	35	0	0	0	699	22	70	22	0	70	0	173	14	26	46	1136	374	0	1192	16	369324	0	0	387	840	0	26	13	1785	75	595	1794	0	0	0	0	15	0	0	1191
k__Bacteria|p__Firmicutes|c__Bacilli|o__Haloplasmatales_A|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp001543345	229	0	1275	1878	37151	2108	14	2098	38	46631	1232	306	27	23	346	220	94	89	5563	21	33	1312	60	291	0	9923	16	340	646	4156	2917	414	178	156	239	0	24	0	104	24	0	0	1599	3101	753	215	44	487	285	2651	13	0	2283	791	23	267	0	0	740	3511	450	307	3050	1531	0	0	15	393	991	2715	548	2769	311	7828	438	40413	446	19	815	16	1866	72	2346	177	5658	0	0	6908	2618	618	2994	554	4315	181	11920	3488	17	44	15	0	975	0	66	30
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Granulicatella|s__Granulicatella_adiacens	15	10	0	27	41	17	0	15	20	21	13	34	0	30	12	19	0	102	56	0	0	59	15	22	18	34	122	49	615	87	20	0	78	11	28	21	38	73	2162	0	14	43	0	0	72	41	42	14	35	95	135	0	40	0	17	18	131	0	57	22	14	104	28	11	1584	574	73	29	0	21	21	17	0	0	0	0	0	0	224	36	0	19	15	301	487	0	0	94	98	16	23	11	23	45	82	10	15	0	174	178	47	10	14	58
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Granulicatella|s__Granulicatella_sp001058355	89	99	0	14	181	0	0	86	31	79	0	77	0	30	20	25	0	35	106	0	0	92	17	28	47	16	162	120	1085	457	46	0	118	0	36	41	32	61	7529	0	59	114	43	16	109	102	13	37	15	264	438	0	544	20	16	35	157	0	304	135	52	635	80	26	44	1928	54	140	0	45	14	39	0	0	0	38	14	22	181	73	32	46	63	1191	1996	0	0	167	139	65	48	52	67	139	338	11	82	17	185	0	90	0	49	114
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Granulicatella|s__Granulicatella_sp900551535	282	914	56	47	595	56	0	576	176	356	0	307	0	247	0	106	0	212	442	0	0	369	0	110	188	99	625	341	6306	1816	450	0	457	0	132	133	134	396	30896	0	330	352	172	190	410	374	86	176	109	890	1628	0	2113	0	0	164	713	60	1136	560	157	2261	369	109	818	23719	442	514	47	105	82	190	0	0	0	124	31	101	744	204	143	129	211	4404	7457	0	0	716	563	323	275	247	268	605	1563	131	277	63	833	0	375	74	155	488
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Granulicatella|s__MGYG000001075	39	73	49	75	62	21	111	40	23	40	0	19	0	18	10	16	0	30	60	0	0	60	65	18	23	0	50	44	1145	223	30	10	59	10	26	2084	0	33	4375	0	39	36	28	0	42	53	0	35	11	111	315	0	269	0	0	0	55	0	3701	51	15	302	38	23	0	522	25	48	11	20	14	23	0	0	0	58	0	0	137	23	13	24	41	405	607	0	0	58	56	41	27	20	35	81	1579	0	61	10	57	0	25	925	18	47
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_A|s__Enterococcus_A_avium	0	105090	0	0	1221	450	3604	0	0	0	0	0	0	0	0	0	0	164	0	511	0	128	0	0	0	0	0	31651	384	0	0	0	0	0	0	109	0	142	122	0	3325	33202	0	0	0	0	0	0	244	4273	0	531	307	0	0	0	6631	0	0	27	0	50	58	0	1903	35344	17659	0	0	0	209	0	0	0	0	0	0	0	100047	0	0	0	0	0	148	0	0	0	0	0	8844	4261	427	121	1721	0	0	0	10529	0	0	62	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_A|s__Enterococcus_A_devriesei	95	2182	1051	146	2157	151	362	243	35	10	57	16	34	0	36	28	26	26	0	39	0	1779	436	188	0	0	0	27	284	136	43	49	136	420	460	1526	46	157	0	716	48	0	278	0	73	122	64	294	23	91	55	82	1939	137	49	319	139	1086	12671	86	109	57	125	222	0	5134	32	0	35	63	79	40	43	242	29	15	45	18	1462	11	68	37	167	0	0	0	31	120	44	63	703	359	45	137	1583	59	154	1636	28	171	0	803	511	60
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_A|s__Enterococcus_A_gilvus	0	172411	0	0	0	695	83	0	0	0	16	0	0	53	58	0	59	0	0	0	0	0	0	0	0	0	0	21	0	69	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	100	0	12	0	0	0	0	0	0	0	0	0	0	0	0	242531	0	0	0	0	0	0	0	0	0	0	0	0	439	43	0	0	56	0	0	0	0	0	0	0	0	0	0	0	726	0	0	0	44	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_A|s__Enterococcus_A_raffinosus	0	4082	0	0	169	11	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	16	127	0	0	0	11	0	0	0	0	0	22	48	0	21	17	0	0	0	0	0	0	0	16	10	0	0	0	0	0	75	0	0	0	0	0	0	0	0	180031	20	0	0	0	18	0	0	0	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	379	2179	0	11	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_A|s__Enterococcus_A_sp002140655	0	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	18	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_B|s__Enterococcus_B_durans	0	1945	0	0	17	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	11	19	0	0	0	0	0	0	0	0	62	0	106	0	0	14	0	0	0	0	0	0	15	0	0	0	0	0	129	0	0	0	14	0	0	0	0	25505	0	0	0	852	26	0	0	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0	0	0	1541	1124	0	750	433	0	0	9962	118	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_B|s__Enterococcus_B_faecium	0	1958772	0	17	138	20988	3698	18	0	0	24	25	16	10	35	45	18	19	0	11	789	297	224	248	359	19	580	273	93	253	0	327	85	24	0	291	230	279	8080	238	22234	45	20	148	279	228	26	62	519	464	327	248	20	13	0	15	125782	11	34	39	0	281	45	22	0	4473122	51	0	13	155	1512	44	23	28	19	76	0	0	60339	341	36	15	32	18	15	212	148	14	35	356	35122	17597	10	1825	11614	130	0	66	17330	212	23	256	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_B|s__Enterococcus_B_hirae	0	3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	13	5584	0	0	0	0	0	0	0	0	0	15	0	0	206338	0	0	0	0	0	0	0	0	0	0	0	180	31	0	0	66	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_B|s__Enterococcus_B_lactis	0	29020	0	0	65	1079	83	36	0	0	0	0	0	11	0	0	0	106	0	0	0	54	13	15	24	89	1862	43	721	120	0	27	0	0	0	41	75	17	1293	18	5456	32	11	952	22	15	0	0	22	29	41	14	16	0	0	0	23320	0	230	12	0	41	54	0	0	150239	23	0	25	50	180	0	0	0	12	18	0	0	1898	16	0	61	104	62	0	16	35	11	41	29	204788	111167	0	297	69855	18	0	177	604	15	0	36	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_B|s__Enterococcus_B_pernyi	0	1526	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	4093	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	24	16	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_C|s__Enterococcus_C_asini	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	51	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_C|s__Enterococcus_C_dispar	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_C|s__Enterococcus_C_massiliensis	0	840	0	0	0	0	13	0	15	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	12	0	0	0	0	46	0	0	67	0	0	0	0	0	0	0	0	2229	0	0	0	0	31	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	66	22	0	14	11	0	0	19	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_D|s__Enterococcus_D_casseliflavus	0	73	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	21	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	83248	2539	0	0	0	86	0	0	0	0	0	0	0	6802	0	0	0	0	11	0	0	0	0	0	0	34	548	0	0	25	0	0	24	28	0	0	0	0	0
