	SRR5665030	SRR5665031	SRR5665034	SRR5665035	SRR5665041	SRR5665042	SRR5665043	SRR5665045	SRR5665046	SRR5665048	SRR5665050	SRR5665053	SRR5665055	SRR5665060	SRR5665061	SRR5665103	SRR5665122	SRR5665144	SRR5665156	SRR5665157	SRR5665160	SRR5665164	SRR5665182	SRR5665183
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Negativicoccaceae|g__MGYG000003772|s__MGYG000003772	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__F0422|s__F0422_sp001553345	0	0	12	0	0	0	22	0	0	0	33	0	0	0	0	26	0	26	0	0	0	0	112	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__F0422|s__F0422_sp003999875	40	955	52	0	12	0	0	0	0	0	68	0	0	0	1258	1640	0	0	10	24	168	0	153	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__F0422|s__F0422_sp900766245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella_A|s__MGYG000004782	19	0	0	0	17	0	0	0	0	0	25	0	175	0	0	0	48	10	10	0	0	32	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella_A|s__Veillonella_A_sp900765165	0	0	0	0	0	0	0	0	0	0	136	11	10	0	0	0	29	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000000818	0	16	0	0	0	0	10	0	791	0	0	0	0	0	0	48	86	0	0	0	12	0	33	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000002642	0	0	0	0	0	0	0	0	12	10	0	0	18	0	0	0	38	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000002646	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000003071	0	0	10	0	0	0	10	0	28	11	0	15	0	0	0	0	11	11	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000003784	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000004858	17	0	14	33	28	0	0	22	43	14	0	0	0	0	0	0	67	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000004888	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000004894	63	78	29	17	90	36	38	16	158	55	165	44	482	0	104	137	258	99	71	29	0	71	65	50
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	632	0	0	0	382	0	1265	0	26122	0	0	0	0	0	0	0	2836	141	0	124	308	717	0	102
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0	0	0	0	10	0	34	0	462	0	14	0	0	0	0	0	103	0	0	0	0	22	33	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar_A	0	0	0	0	0	0	14	0	89	0	0	0	0	0	0	0	20	0	0	0	0	10	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula_A	0	0	0	0	22	0	380	0	6787	0	0	0	0	0	0	0	410	0	0	0	63	24	101	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	0	13	26	0	0	21	62	0	48	0	0	0	0	0	0	0	25	11	10	0	0	29	30	11
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp003463825	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900538355	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900545205	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900549805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900549845	0	15	0	0	0	0	12	0	32	0	0	0	0	0	0	0	33	0	0	0	0	0	0	10
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900550175	0	0	0	0	0	0	0	15	21	29	0	0	0	0	0	0	45	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900550455	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900552445	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900552715	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900556785	0	0	0	0	0	0	10	0	346	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900757715	0	0	0	0	11	0	0	0	1867	0	0	0	0	0	0	0	168	0	0	0	23	10	25	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900765235	0	0	0	20	0	0	0	0	430	19	0	0	0	0	0	0	33	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	27	0	0	0	0	0	12
k__Bacteria|p__Firmicutes_G|c__SHA-98|o__DTUO25|f__HGM14224|g__HGM14224|s__HGM14224_sp900761905	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Anaeroplasmataceae|g__CAG-307|s__CAG-307_sp001916215	0	0	0	64	0	0	0	0	25	23	0	0	0	0	0	13	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Anaeroplasmataceae|g__CAG-307|s__CAG-307_sp900547045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Anaeroplasmataceae|g__UMGS268|s__UMGS268_sp900540175	0	0	0	0	0	11	0	0	0	0	13	0	22	0	0	0	0	0	0	0	0	10	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Anaeroplasmataceae|g__UMGS268|s__UMGS268_sp900540705	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales_A|f__Planococcaceae|g__Kurthia|s__Kurthia_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales_A|f__Planococcaceae|g__Lysinibacillus|s__Lysinibacillus_fusiformis_D	77	25	0	0	199	0	0	0	0	0	50	10	189	0	11	14	0	16	21	18	0	38	95	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales_A|f__Planococcaceae|g__Psychrobacillus|s__Psychrobacillus_sp012843435	0	33	26	59	27	21	0	52	0	291	0	619	31	0	0	0	65	0	0	0	0	0	34	234
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales_A|f__Planococcaceae|g__Ureibacillus|s__Ureibacillus_endophyticus	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	70	0	0	0	0	0	0	17
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales_B|f__Bacillaceae_C|g__Weizmannia|s__Weizmannia_coagulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales_B|f__DSM-1321|g__Pradoshia|s__Pradoshia_sp001183965	62	0	21	0	0	0	121	29	448	0	0	0	27	0	0	0	97	0	32	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae_G|g__Bacillus_A|s__Bacillus_A_luti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae_G|g__Bacillus_A|s__Bacillus_A_paranthracis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae_G|g__Bacillus_A|s__Bacillus_A_thuringiensis_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Beduini|s__Beduini_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Beduini|s__Beduini_sp900550005	0	43	0	0	0	0	0	0	0	14	0	0	0	0	0	14	21	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Beduini|s__Beduini_sp902363625	0	0	0	0	0	0	0	0	0	0	87	0	11	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0	0	0	0	0	38	28	20	0	12	0	99	0	0	0	0	90	0	15	0	0	12	60106	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp000437715	0	0	0	10	11	0	0	0	14	0	0	0	0	0	15	0	38	0	0	0	0	0	10729	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900540665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273715	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900540685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6429	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900764565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7941	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900764725	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	26	0	0	0	0	0	3281	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__MGYG000000547	500	0	0	0	0	0	0	0	45	0	0	26	0	0	0	0	10	0	0	0	0	0	4319	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	0	15	0	0	26	17	21	27	121	0	115	27	10	0	18	131	27	61	15	52	0	59	91	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	174	10698	33	0	3233	1450	151	59	41	109	56581	50	1821	0	19183	2815	200	60	0	18330	43	67	47	45
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_saccharogumia	325	449	3633	651	676	158	6909	0	4948	1037	2975	755	149	0	1164	189	4203	488	368	0	69	388	2566	1230
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_sp002160495	0	0	48	0	29	0	60	0	0	0	28	0	0	0	0	14	18	0	11	0	0	0	24	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_spiroforme	0	0	0	222	1812	240	568	1245	0	2209	116	0	349	0	392	0	1851	24	553	681	13	1262	750	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Faecalibacillus|s__Faecalibacillus_faecis	288	15	253	310	36	0	5888	229	380	221	0	1081	0	0	0	0	5948	630	3350	0	17	4330	32	624
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	3955	22	3590	4955	68	0	483	3855	2664	1679	16	8015	10	0	13	23	30986	4062	4684	0	322	1259	91	6184
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Faecalibacillus|s__Faecalibacillus_sp003480255	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	23	0	15	0	0	23	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Faecalibacillus|s__Faecalibacillus_sp900544435	137	15	147	179	0	0	5091	144	222	121	15	511	0	0	18	0	1862	278	170	10	12	57	51	446
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Longibaculum|s__Longibaculum_muris	10	0	10	91	1090	0	0	366	0	0	0	0	0	0	0	1046	36	488	0	0	0	238	608	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Longibaculum|s__Longibaculum_sp900538465	0	31	0	0	1932	0	0	0	0	0	64	0	0	0	45	54	23	12	0	0	0	0	162	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_sp002160815	0	101	0	0	42	318	25	0	10	162	15	18	43	0	17	0	0	0	34	106	0	11	12	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_sp002160865	288	35	123	59	70	88	840	17	19	117	334	27	187	0	409	36	494	28	118	159	0	19	72	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Stoquefichus|s__Stoquefichus_massiliensis	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Stoquefichus|s__Stoquefichus_sp001244545	0	21	0	0	31	0	133	12	42	39	0	11	10	0	0	38	42	60	0	0	0	30	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absicoccus|s__Absicoccus_porci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absicoccus|s__Absicoccus_sp000434355	0	0	13	19	0	0	78	72	38	287	0	0	0	0	0	0	169	0	0	0	0	0	809	22
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus|s__Amedibacillus_dolichus	66	0	0	730	503	0	36	43	67	116	0	1728	83	0	0	0	24	10	56	94	0	0	981	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium_intestinale	17071	40	25	0	91	0	18	0	0	140	267	0	0	0	85	0	19	0	0	0	0	0	1331	20
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_moorei	0	31	0	10	20	0	0	17	0	0	10	1058	3988	0	1306	0	68	10	0	0	0	0	29	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_sp900539965	0	0	0	12	0	0	12	0	0	124	0	0	0	0	12	0	33	0	0	0	0	0	0	17
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_sp900554555	0	0	0	0	15	0	0	0	0	0	0	15	91	0	0	0	14	21	0	0	0	26	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000000662	0	0	0	0	0	0	0	0	138	11	0	0	0	0	0	130	21	16	0	0	0	0	0	10
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000000699	35	435	305	459	610	15	70	116	41	253	206	342	219	0	404	93	519	212	74	148	41	183	384	126
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000001826	0	641	0	2881	196	37	40	3268	95	6516	347	307	192	0	183	0	10890	57	86	210	0	110	188	1319
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000004591	0	25	25	17	131	0	11	28	0	14	52	36	98	0	21	0	46	75	16	17	0	80	0	11
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_innocuum	265	9608	36	617	1267	255	196	487	388	159	21920	228	2079	0	8640	2206	714	116	530	402	0	466	153	53
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_sp000165065	102	153	56	98	32	34	26	63	38	18	132	119	9862	0	29	25	59	0	128	46	0	405	38	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_sp003481775	55	173	55	11	85	0	1192	10	1081	65	285	80	274	0	981	155	130	68	145	36	0	15	13	14
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_sp900552125	147	694	144	380	359	162	234	154	152	410	16	357	77	0	173	41	883	205	188	54	22	170	49	310
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__DONG20-135|s__DONG20-135_sp009831105	0	0	0	0	0	0	0	0	0	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	110	0	0	0	0	0	0	0	746	62	1461	0	64	0	1394	29	0	0	25	48	0	108	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_sp001305055	0	12	0	0	0	0	16	0	21	0	61	0	0	0	24	16	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_sp900546545	0	0	55	0	0	0	0	0	0	31	0	0	0	0	0	0	55	0	0	16	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__MGYG000004610	23	41	51	119	0	0	0	270	0	340	13	0	28	0	0	0	285	65	0	0	0	18	16	23
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides	0	0	902	45	10	37	0	11	13	55	0	15	0	0	0	0	81	13	11	0	0	0	0	14
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	0	25	16	58873	0	0	0	2325	16	14634	39	118	12	0	47	16	6839	26	0	0	0	13	0	3480
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp002299315	0	35	13	2611	38	0	0	23708	11	86611	0	0	0	0	10	27	113601	0	0	0	69	0	23	28459
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp003436425	0	0	0	2559	0	0	0	4646	0	27149	0	0	0	0	0	0	21612	0	0	0	10	0	15	3113
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp003458715	0	20	0	2310	0	0	10	1157	0	2567	0	0	0	0	26	0	4562	0	0	0	0	0	0	2233
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp900547815	815	0	166	4672	21	15	455	1156	31	4265	11	285	371	0	10	11	4182	88	89	78	0	55	16	1185
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp900754615	0	0	0	1000	0	0	0	573	45	2743	0	26	0	0	0	30	2032	0	0	0	0	0	0	775
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	1878	0	437	84	194	1746	0	11	80	14	0	30	0	0	12	0	1007	0	17	31	0	401	0	946
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_massiliensis	0	0	13	0	0	0	0	0	10	0	0	77	562	0	757	0	3184	104	0	0	0	395	10	12
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp900120005	185	26	34	0	39	144	0	19	1370	322	0	0	0	0	162	13	116	0	222	552	0	27	0	50
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris	3854	99	29	0	35	11	50	16	238	168	206	18829	20	0	417	30908	128	28	229	14	10	27	573	19
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli|s__Massilicoli_timonensis	12	0	0	0	0	11	14	0	1730	69	439	0	449	0	20	0	240	14	16	0	0	223	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__MGYG000000380	36	0	0	0	0	0	0	10	0	0	0	0	109	0	0	0	538	0	0	0	0	0	66	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__Merdibacter_sp900543035	56	33	0	0	17	0	0	0	0	0	0	0	16	0	0	34	565	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__Merdibacter_sp900754715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__Merdibacter_sp900759455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__NSJ-61|s__NSJ-61_sp003433845	57	521	48	37	37	21	49	88	41	49	333	131	15	0	179	84	162	40	54	31	0	22	54	91
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Traorella|s__MGYG000004077	0	0	13	0	72	0	0	0	0	18	0	0	88	0	13	63	10	0	0	0	0	0	25	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__UBA636|s__UBA636_sp900546285	0	0	0	0	0	0	0	0	0	1902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Haloplasmatales_A|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis	0	283	0	0	41	0	0	17	1296	1457	0	406	82	0	10	0	116	0	0	36	82	6170	16	0
