	ERR2855786	ERR2855787	ERR2855788	ERR2855789	ERR2855790	ERR2855791	ERR2855792	ERR2855793	ERR2855796	ERR2855797	ERR2855798	ERR2855799	ERR2855801	ERR2855802	ERR2855803	ERR2855804	ERR2855805	ERR2855806	ERR2855807	ERR2855808	ERR2855809	ERR2855811	ERR2855812	ERR2855813	ERR2855816	ERR2855817	ERR2855818	ERR2855819	ERR2855821	ERR2855822	ERR2855823	ERR2855824	ERR2855825	ERR2855827	ERR2855829	ERR2855831	ERR2855832	ERR2855833	ERR2855834	ERR2855835	ERR2855836	ERR2855837	ERR2855838	ERR2855839	ERR2855840	ERR2855842	ERR2855843	ERR2855846	ERR2855847	ERR2855848	ERR2855849	ERR2855851	ERR2855853	ERR2855856	ERR2855857	ERR2855859	ERR2855860	ERR2855861	ERR2855862	ERR2855865	ERR2855866	ERR2855867	ERR2855868	ERR2855870	ERR2855871	ERR2855872	ERR2855874	ERR2855877	ERR2855878	ERR2855879	ERR2855881	ERR2855884	ERR2855885	ERR2855886	ERR2855887	ERR2855888	ERR2855889	ERR2855890	ERR2855891	ERR2855892	ERR2855893	ERR2855894	ERR2855896	ERR2855897	ERR2855901	ERR2855902	ERR2855903	ERR2855905	ERR2855906	ERR2855907	ERR2855908	ERR2855909	ERR2855910	ERR2855911	ERR2855912	ERR2855913	ERR2855914	ERR2855915	ERR2855916	ERR2855917	ERR2855919	ERR2855921	ERR2855923	ERR2855925	ERR2855927	ERR2855929	ERR2855931	ERR2855932	ERR2855933	ERR2855934	ERR2855935	ERR2855936	ERR2855938	ERR2855939	ERR2855940	ERR2855941	ERR2855942	ERR2855943	ERR2855944	ERR2855945	ERR2855946	ERR2855948	ERR2855949	ERR2855950	ERR2855951	ERR2855952	ERR2855953	ERR2855954	ERR2855955
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Sporanaerobacteraceae|g__Anaerosalibacter|s__Anaerosalibacter_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	11	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	60	0	0	0	0	0	0	13	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	10	0	0	0	0	23	0	0	0	24	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Sporanaerobacteraceae|g__Sporanaerobacter|s__Sporanaerobacter_acetigenes	182	239	1854	430	1007	695	5824	3065	232	31394	630	6997	1817	495	1355	1599	3671	609	6354	4623	1058	3357	154	62	0	292	1059	560	8441	547	2522	633	36	15994	217	84	1061	370	405	78	963	59	85	335	18542	42	506	2548	492	6267	7316	53156	1523	2124	229	229	3170	7164	101	852	534	2803	1758	6264	2176	1092	15	518	1670	125	172	63	967	612	3992	2904	332	38	15802	833	85	228	959	109	146	1027	1507	9145	1951	3426	310	1257	328	384	412	2206	1447	87	1901	244	156	2339	26	642	240	3234	1049	191	1472	177	5501	556	2047	9453	160	26	1209	4311	1813	704	1034	703	641	1828	4637	370	223	62	125
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Tissierellaceae|g__Tissierella|s__Tissierella_sp002266425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1212|f__MGYG000000728|g__MGYG000000728|s__MGYG000000728	154	189	104	0	0	0	19	30	58	0	153	0	87	184	827	0	235	12	0	51	129	0	0	452	20	754	0	165	0	120	176	1294	0	111	323	48	0	0	30	238	74	20	501	270	0	64	30	35	45	451	0	0	95	28	0	0	736	0	109	138	83	24	0	0	0	0	86	36	0	861	73	0	245	16	0	404	0	175	0	345	0	30	61	27	17	139	56	506	0	0	0	66	0	10	0	0	98	0	45	19	0	125	210	141	53	0	34	37	68	0	37	51	30	0	0	39	0	0	24	21	151	15	123	339	34	147	10	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1212|f__UBA1255|g__UMGS1537|s__MGYG000000455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	18
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1212|f__UBA1255|g__UMGS1537|s__UMGS1537_sp900543695	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	14	0	0	0	0	0	0	722	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	14	0	0	0	0	0	0	0	105	0	19	0	28	21	0	0	43	0	12	0	12	0	0	0	0	0	0	202	0	0	0	26	0	0	0	999	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	199	113	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1212|f__UBA1255|g__UMGS1537|s__UMGS1537_sp900552695	0	411	0	0	0	0	0	599	103	0	28	151	22	35	35	0	157	111	97	0	0	0	216	27	0	482	0	0	0	652	39	173	0	186	0	0	159	0	54	74	94	463	0	68	0	0	100	86	401	1189	145	0	847	0	0	32	396	0	185	0	78	0	0	0	0	23	0	220	40	534	0	0	255	0	45	107	0	0	274	1168	37	139	40	75	0	34839	0	99	0	59	0	0	0	0	0	244	983	943	0	148	530	990	554	28	54	117	134	156	129	161	0	53	131	50	0	0	0	0	897	187	842	0	90	0	0	78	0	0	33
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1212|f__UBA1255|g__UMGS1537|s__UMGS1537_sp900761045	0	120	74	0	32	32	14	22	10	0	20	0	33	77	334	0	168	0	0	0	266	0	0	58	15	313	0	51	0	734	88	102	32	136	31	0	0	0	0	2228	282	0	52	159	0	44	16	0	0	89	0	0	0	11	0	0	135	48	191	0	96	0	0	0	0	0	11	91	133	733	30	0	146	277	0	15	24	10	0	264	0	45	120	52	29	444	0	389	0	0	0	0	0	16	33	0	63	0	0	198	704	306	447	94	369	215	0	126	72	12	100	81	148	0	0	0	0	0	0	0	0	28	152	83	35	197	19	0	28
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1212|f__UBA1255|g__UMGS1851|s__UMGS1851_sp900555605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1810|f__UMGS1810|g__MGYG000000674|s__MGYG000000674	0	125	0	11	35	102	212	202	23	0	11	0	0	0	25	537	84	0	0	50	30	0	92	42	0	102	0	0	26	179	66	211	13	14	14	0	0	0	0	508	40	257	42	276	0	0	153	0	256	21	147	70	41	562	0	0	350	12	0	12	104	0	0	11	0	62	10	1019	0	601	0	0	238	1617	26	66	168	0	890	218	657	11	52	16	0	310	214	378	387	0	0	0	0	14	0	273	53	88	0	17	30	580	1076	0	1085	0	0	18	0	0	222	0	1058	0	0	17	22	1241	20	38	0	21	68	11	10	229	0	0	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1810|f__UMGS1810|g__MGYG000004243|s__MGYG000004243	0	49	0	0	274	22	0	0	0	0	27	0	13	0	19	18	27	0	0	0	0	0	0	36	0	20	0	0	20	382	51	19	0	17	15	0	0	0	0	32	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	11	37	22	154	0	0	15	0	0	0	0	21	42	11	598	0	0	0	107	0	0	0	0	0	769	0	0	0	0	0	80	0	92	19	0	0	0	10	0	0	0	0	0	0	0	0	74	81	0	161	10	0	51	21	0	50	0	0	0	0	0	21	11	14	0	12	0	37	0	0	59	0	0	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1810|f__UMGS1810|g__MGYG000004439|s__MGYG000004439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1208	0	0	0	0	0	0	44	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1810|f__UMGS1810|g__NSJ-50|s__MGYG000004193	0	51	0	11	10	0	0	0	12	0	0	0	0	0	0	0	67	0	0	0	52	0	0	0	0	363	0	14	0	53	26	45	14	0	0	0	0	0	0	145	0	100	0	21	11	0	10	0	0	0	0	0	0	0	0	0	61	11	0	0	26	0	0	0	0	0	0	445	0	127	0	0	33	81	0	0	0	11	0	159	0	25	329	20	0	72	0	43	0	0	0	10	0	0	0	0	16	0	0	0	514	159	249	0	264	0	0	61	0	0	0	17	0	0	0	0	0	0	19	0	0	0	69	0	0	59	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1810|f__UMGS1810|g__NSJ-50|s__NSJ-50_sp014385105	0	0	0	0	0	10	0	0	881	0	0	95	0	0	84	0	0	0	0	50	0	0	0	115	0	58	0	0	0	4460	6638	14	0	0	0	0	0	0	0	0	0	0	32	18	0	0	13	0	0	0	0	0	0	0	83	0	0	0	64	0	0	0	0	0	19	0	0	21933	0	3485	0	0	307	18	0	0	0	0	0	0	0	102	13	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2609	48	0	544	0	0	0	0	0	0	35	0	0	0	10	0	0	0	0	0	0	29	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1810|f__UMGS1810|g__UMGS1810|s__MGYG000001902	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	205	0	0	0	0	0	16	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	12	0	18	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1319	11	27	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1810|f__UMGS1810|g__UMGS1810|s__UMGS1810_sp900555295	95	20	0	0	24	418	14	21	0	0	18	0	0	0	57	11	19	0	0	0	19	0	0	0	10	0	13	18	24	46	14	16	0	57	28	0	0	0	0	96	14	0	15	108	0	0	51	0	40	29	18	181	0	19	0	0	43	99	0	34	19	0	110	0	0	0	11	78	32	16	0	0	71	12	0	0	0	16	152	238	40	17	43	0	0	49	0	95	41	0	0	0	0	0	0	21	77	0	0	22	11	19	51	0	0	0	0	0	0	0	0	0	87	0	0	0	0	100	0	0	0	0	31	197	0	284	15	0	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1840|f__UMGS1840|g__HGM11507|s__HGM11507_sp900761005	696	355	201	0	114	258	98	1122	33	0	65	254	161	448	614	15	966	34	117	58	390	42	11	131	444	1551	26	174	16	3726	231	1189	10	2788	5655	22	370	0	50	580	265	279	331	2511	18	1714	202	102	77	193	27	15	121	0	13	67	154	191	2563	4827	324	1796	36	18	0	242	283	1296	3856	689	593	86	3015	77	8455	492	167	69	631	691	15	296	843	97	54	1333	54	558	5224	22	47	21	12	578	250	56	2018	55	859	1378	145	775	199	32	322	4915	87	451	746	5288	5593	50	467	46	0	63	164	16	217	50	168	35	190	463	2592	478	10	42	25
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1840|f__UMGS1840|g__UMGS1840|s__UMGS1840_sp900555525	0	22	0	0	0	0	0	0	0	0	0	0	0	26	0	0	207	0	0	12	0	0	0	75	0	0	0	0	0	107	48	50	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	31	0	37	62	268	0	0	90	131	0	0	0	41	0	424	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	43	0	0	0	66	0	436	17	0	11	0	0	0	0	12	0	0	0	0	0	0	0	0	0	50	0	42	0	0	0	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1883|f__HGM11501|g__HGM11501|s__HGM11501_sp900766735	0	18	15	0	20	0	0	18	0	0	0	0	42	33	0	0	58	0	17	0	0	0	0	0	0	24	0	0	0	80	52	41	0	22	0	0	0	0	0	10	0	54	0	18597	0	11	103	44	0	25	39	0	28	0	0	0	10	0	37	0	0	0	0	18	0	0	0	177	0	148	0	0	19	13	0	13	0	0	15	40	0	17	163	0	0	54	0	46	0	0	0	0	0	0	0	0	48	0	0	0	19	202	166	10	478	35	0	0	35	29	0	0	42	0	0	0	0	104	0	0	0	0	28	0	0	14	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1883|f__UMGS1883|g__UMGS1540|s__UMGS1540_sp900552775	0	48	0	0	0	0	0	0	0	0	16	18	0	0	31	25	59	0	0	31	29	0	0	1002	0	55	0	66	0	181	80	119	0	114	0	0	0	0	26	0	0	60	0	134	0	57	0	17	38	0	0	0	0	0	0	30	56	37	0	22	34	0	0	15	0	18	0	167	0	182	0	0	58	48	35	30	0	0	0	105	0	26	218	52	0	213	0	30	0	0	0	0	0	0	36	0	30	24	0	0	118	169	895	42	44407	0	0	0	22	0	0	24	0	0	0	0	0	0	0	0	26	0	33	0	0	33	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1883|f__UMGS1883|g__UMGS1883|s__UMGS1883_sp900763305	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	36	0	0	0	34	0	0	0	0	0	0	25	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	147	0	0	0	29	20	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	118	0	0	0	21	0	0	0	0	0	0	0	0	0	2438	0	12	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Thermoanaerobacteria|o__Caldanaerobiales|f__UBA4877|g__UBA4877|s__UBA4877_sp002399345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA4068|f__UBA4068|g__HGM13862|s__HGM13862_sp900760825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	578	502	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2988	0	0	0	226	0	0	0	0	0	0	0	0	637	0	0	10	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA4068|f__UBA4068|g__HGM13862|s__MGYG000004118	28	68	45	0	0	0	0	0	57	0	0	0	30	0	0	82	24	0	0	0	0	196	66	0	0	79	62	20	25	51	0	193	0	26	0	0	15	221	46	0	0	3792	0	0	0	0	10	18	32	43	22	0	0	35	0	0	39	0	0	0	351	0	0	78	0	0	0	14	0	0	49	0	30	0	18	0	72	0	93	2336	26	26	105	20	0	2021	0	896	21	0	0	0	0	0	0	0	82	0	0	0	1271	3714	0	20	16	22	13	0	14	25	0	0	0	0	0	0	33	168	0	0	71	37	0	83	0	955	0	77	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA7702|f__UBA7702|g__UBA7702|s__MGYG000001020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	11	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	61	11	0	0	30	0	0	0	0	0	56	0	0	54	0	12	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	480	119	928	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__MGYG000004556|s__MGYG000004556	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	56	0	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	16	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus_niger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UBA7185|s__MGYG000000413	97	102	364	0	45	0	23	17	38	0	37	17	28	33	115	36	112	70	0	83	21	31	0	332	12	268	15	277	0	59	43	75	35	123	0	0	0	0	32	416	53	90	233	72	42	418	10	30	114	384	0	0	106	0	0	11	0	115	34	16	101	72	0	16	0	133	29	113	92	484	0	0	356	46	14	319	11	83	35	151	0	12	167	55	0	1019	38	178	0	43	0	47	14	67	11	0	134	0	66	66	177	78	249	51	133	582	0	74	208	13	24	125	0	0	0	23	41	0	0	0	166	0	240	106	27	76	0	13	53
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UBA7185|s__MGYG000004093	89	74	69	0	73	0	0	0	26	0	330	0	10	471	779	41	443	0	0	27	154	0	0	229	0	2721	0	91	0	30	177	113	0	55	488	0	0	0	14	308	29	73	175	632	407	152	54	10	0	46	13	0	0	32	0	132	89	19	29	187	93	0	0	0	0	46	114	65	0	198	63	17	998	0	85	38	0	248	26	203	0	14	64	26	0	2013	11	839	0	13	0	69	0	43	44	0	136	0	0	169	0	127	233	533	73	11	13	85	10	10	0	0	19	0	0	56	12	0	0	0	187	0	213	123	48	156	26	0	42
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UBA7185|s__UBA7185_sp900556545	114	88	137	0	506	398	99	0	47	0	40	35	22	59	166	15	153	19	84	12	117	11	17	27	38	195	0	23	0	400	114	98	0	145	41	26	0	0	57	248	44	50	170	109	45	0	42	0	296	52	153	66	81	34	0	64	102	49	50	56	102	15	20	26	0	191	69	144	43	167	17	10	243	26	28	425	16	63	93	76	14	38	128	46	22	200	0	225	20	203	0	25	16	25	15	20	119	35	96	81	494	278	416	44	67	29	54	21	22	23	39	27	198	0	0	23	31	0	223	11	101	0	49	54	23	89	46	11	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UBA7185|s__UBA7185_sp900756555	16	23	41	0	13	0	0	0	0	0	0	0	0	0	0	66	155	0	0	0	0	0	0	115	0	200	0	53	0	120	137	31	0	55	120	69	0	0	0	84	0	0	122	151	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	71	0	0	0	57	0	0	0	63	365	21	21	23	152	0	0	0	0	65	0	0	26	93	0	45	0	388	0	217	0	195	0	0	0	0	218	0	337	0	0	0	156	16	249	0	40	0	0	0	15	59	0	41	210	0	0	0	254	0	0	10	91	0	0	0	22	122	0	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UMGS1590|s__MGYG000001181	19	0	218	29	15	0	0	0	0	0	0	0	54	0	0	0	0	0	0	18	0	31	0	87	0	19	125	13	0	217	215	239	0	58	114	0	0	0	0	13	0	0	20	0	10	10	14	0	122	19	0	363	95	24	0	39	0	13	0	0	0	0	0	0	106	0	0	0	0	0	0	0	13	161	30	100	0	12	11	0	0	20	18	0	21	51	104	17	0	0	0	0	0	10	43	16	0	0	14	0	0	18	25	0	0	29	0	37	17	102	19	0	14	0	0	0	305	0	0	16	0	16	27	0	44	0	138	0	15
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UMGS1590|s__UMGS1590_sp900552455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UMGS1590|s__UMGS1590_sp900553245	0	0	15	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UMGS1590|s__UMGS1590_sp900759105	527	6462	1283	1004	1011	20	54	36	511	166	250	269	287	465	934	308	1257	211	126	130	2180	68	31	586	730	2508	510	704	26	219	592	509	415	201	228	947	1260	181	168	1194	367	317	1110	1274	951	325	1972	214	466	498	36	17	929	170	19	176	615	80	440	166	910	46	955	148	87	647	3672	275	24	483	568	172	2136	310	450	760	59	207	26	901	765	6245	448	2032	3482	2552	668	817	68	171	29	189	34	193	256	17	442	17	649	199	2171	434	2091	171	568	391	199	209	163	289	280	192	1308	69	0	15	303	71	294	192	517	111	1091	696	52	383	70	57	516
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	449	108	0	0	0	0	0	0	82	0	0	0	18	0	0	0	10	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans_A	0	29	0	0	0	0	854	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	80	0	0	0	23	0	0	0	0	0	0	0	341	0	0	0	0	12	0	0	0	0	198	0	12	0	0	0	0	20	0	24	0	0	0	77	0	0	0	0	0	140	440	673	0	31	0	0	12	0	0	79	0	0	0	0	0	0	260	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12	0	0	0	444	0	0	0	0	0	0	0	0	0	1034	0	0	13	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	630	278775	0	0	0	579	0	48486	0	0	0	68	0	0	0	115	0	0	0	0	0	0	0	515	94	0	0	0	0	0	122	0	0	0	0	0	0	0	0	113	443	442	0	462	0	0	0	0	0	0	0	0	0	0	0	142	497	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	111	0	493	0	0	0	0	0	57	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_massiliensis	0	0	0	12	0	0	0	0	60	0	0	0	0	0	0	0	11	3569	0	0	21	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	5899	0	0	0	0	0	0
