	ERR1018185	ERR1018186	ERR1018187	ERR1018188	ERR1018189	ERR1018190	ERR1018191	ERR1018192	ERR1018193	ERR1018194	ERR1018195	ERR1018196	ERR1018197	ERR1018198	ERR1018199	ERR1018200	ERR1018201	ERR1018202	ERR1018203	ERR1018204	ERR1018205	ERR1018206	ERR1018207	ERR1018208	ERR1018209	ERR1018210	ERR1018211	ERR1018212	ERR1018213	ERR1018214	ERR1018215	ERR1018216	ERR1018217	ERR1018218	ERR1018219	ERR1018220	ERR1018221	ERR1018222	ERR1018223	ERR1018224	ERR1018225	ERR1018226	ERR1018227	ERR1018228	ERR1018229	ERR1018230	ERR1018231	ERR1018232	ERR1018233	ERR1018234	ERR1018235	ERR1018236	ERR1018237	ERR1018238	ERR1018239	ERR1018240	ERR1018241	ERR1018242	ERR1018243	ERR1018244	ERR1018245	ERR1018246	ERR1018247	ERR1018248	ERR1018249	ERR1018250	ERR1018251	ERR1018252	ERR1018253	ERR1018254	ERR1018255	ERR1018256	ERR1018257	ERR1018258	ERR1018259	ERR1018260	ERR1018261	ERR1018262	ERR1018263	ERR1018264	ERR1018265	ERR1018266	ERR1018267	ERR1018268	ERR1018269	ERR1018270	ERR1018271	ERR1018272	ERR1018273	ERR1018274	ERR1018275	ERR1018276	ERR1018277	ERR1018278	ERR1018279	ERR1018280	ERR1018281	ERR1018282	ERR1018283	ERR1018284	ERR1018285	ERR1018286	ERR1018287	ERR1018288	ERR1018289	ERR1018290	ERR1018291	ERR1018292	ERR1018293	ERR1018294	ERR1018295	ERR1018296	ERR1018297	ERR1018298	ERR1018299	ERR1018300	ERR1018301	ERR1018302	ERR1018303	ERR1018304	ERR1018305	ERR1018306	ERR1018307	ERR1018308	ERR1018309	ERR1018310	ERR1018311	ERR1018312
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900554305	0	0	0	0	0	0	0	0	0	0	0	24	0	0	146	62	0	0	0	0	0	181	0	0	0	0	837	0	18	0	0	674	0	0	0	59	51	0	96	0	0	257	0	89	0	0	0	501	0	0	888	166	0	0	43	0	0	38	0	0	0	195	0	80	0	0	203	175	0	1349	0	0	0	0	0	109	0	922	0	0	0	0	262	0	0	0	0	0	23	0	39	0	20	0	0	0	805	323	0	0	244	0	0	308	257	0	0	0	0	0	0	0	222	303	0	0	0	0	0	0	0	0	19	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900554315	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900753325	31	403	0	0	105	2006	0	0	0	0	0	221	181	20	0	0	1594	0	0	0	652	0	543	0	0	0	0	46	0	14	623	45	0	0	0	11	0	0	68	448	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	196	11	0	0	0	23	79	0	66	0	0	0	0	0	0	0	10	0	0	0	0	0	586	915	0	0	122	0	29	0	0	0	0	584	0	123	0	0	0	301	0	119	36	14	35	0	0	0	22	0	0	0	0	0	0	0	0	0	373	113	0	0	0	196	18	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900768815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	61	0	320	0	0	36	0	0	0	0	0	0	0	0	0	34	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__MGYG000004455	156	0	0	0	435	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	1197	0	0	0	0	76	0	0	37	76	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	285	29	0	0	0	0	34	19	0	0	0	0	0	0	14	0	0	23	75	0	0	0	0	70	231	441	0	193	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	67	0	0	10	0	0	0	90	0	0	42	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__MGYG000004741	342	0	12712	853	25589	488118	931148	972	103164	24704	653898	66354	29770	21	1009	165	842973	1008	38482	1276	1412	3085836	0	95	772	1250	245672	43	759013	606	807	96559	35889	220	2435	5346	125521	3670	391	42	83	957	1093	167	232	55	2918	536	559658	36	414616	7088	0	84	67052	254	1428	201176	3896	269214	146	225	1190	5773	191	0	525	109910	226	49534	138075	4066	124	0	2943	891	46	517	453	202	127390	35568	7380	299	201	30	722	24068	34	840	120848	2107	396	521	0	0	28881	393	94	25	4954	186495	123	217	341	246435	5975	607	581725	14506	168	114	53608	4806	736	999	36113	755	27975	1016	98	0	84	2949	23929	99	5017	577
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__MGYG000004795	30	0	0	0	1276	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21467	0	0	0	0	0	0	0	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0	0	5362	911	0	0	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13193	0	0	0	0	0	0	69	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-878|s__CAG-878_sp000432255	1627	0	0	0	2112	0	0	0	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	374	17	1077	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	58	50	0	0	0	0	0	0	13	5209	181	0	0	0	0	10	0	0	2982	0	63	0	0	33	0	0	0	61	0	0	0	0	0	237	870	34	32	26	0	0	0	594	56	0	0	0	0	0	0	0	0	0	0	0	0	0	160	23	0	363	0	0	35	0	0	0	14	0	0	17340	24	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-884|s__CAG-884_sp000433875	347	0	0	0	92	0	0	0	0	0	0	503	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	17	0	0	1258	0	0	46	0	0	314	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	60	120	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1604	0	0	0	0	0	262	56	0	18	0	0	0	0	0	0	0	0	0	33	47	0	0	0	60	408	0	0	95	10	0	0	0	0	0	26	0	0	0	56	0	31	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-884|s__MGYG000001743	63	98	10	0	174	0	0	58	117	12	46	10	68	70	29	691	0	787	157	216	510	0	23	29	1571	35	47	0	511	41	2123	170	304	316	99	691	260	28	623	664	34	29	260	12	2266	50	221	70	267	307	205	439	0	2517	95	256	703	323	218	388	341	40	262	68	539	809	390	267	20	30	49	1286	349	24	24	557	0	340	57	1553	83	1344	280	69	285	24	0	623	42	580	111	48	108	3344	0	636	86	0	0	0	109	879	363	0	13	166	58	131	12	20	89	0	124	16	475	56	0	22	136	94	151	107	50	16	55	0	41	85
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-884|s__MGYG000004167	38	0	0	0	10	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-914|s__CAG-914_sp000437895	419	0	0	0	1450	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	0	0	0	94	0	0	10	10	0	0	102	811851	0	0	0	0	752	11	93	549	442	0	0	0	11	0	0	0	235	19	0	0	0	0	0	468	5057	107	0	0	0	0	192	234	0	0	0	30	0	0	41	168	16	60	317	1588	0	0	0	0	288	330	0	57	0	19	0	0	0	13	111	0	0	76	0	0	0	0	70	92	0	0	71	25	0	0	705	0	0	23	0	0	0	1062	0	0	24	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-988|s__CAG-988_sp003149915	95	0	0	0	11	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__HGM10766|s__HGM10766_sp900757295	12	0	0	0	18	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	34	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__HGM10818|s__HGM10818_sp900772445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__HGM10818|s__MGYG000004051	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	33	0	0	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	182	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__HGM10836|s__HGM10836_sp900772095	177	3161	492	232	295	25	0	0	0	0	0	1458	0	0	0	916	20	29	1290	0	0	19638	0	0	0	302	206	32	0	55	10321	0	0	12	0	18972	0	138	381	0	4660	0	64	462	23	0	2156	1582	0	25	596	18977	10	0	12	0	0	105	0	14	10284	60	0	3728	5741	70	0	0	15	457	160	4794	0	17	0	0	280	13273	16	0	157	810	2067	101	0	17	99	160	2290	0	0	0	4273	0	0	11	30	59	397	1383	136	673	0	0	0	0	0	0	0	0	1420	2158	14	1276	0	0	2240	55	0	420	2064	3176	2239	757	524	3221	1453	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__HGM10873|s__HGM10873_sp900753645	22	0	0	0	0	0	0	0	33	0	19	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	83	24	0	108	150	0	34	0	0	0	11	63	13	122	0	92	0	0	103	25	0	86	0	234	0	0	0	16	0	0	0	494	31	0	1247	0	0	0	29	0	0	0	14	0	0	0	0	0	18	17	60	49	0	11	0	12	0	0	90	23	10	0	0	202	0	0	0	129	41	0	0	21	0	0	76	0	0	0	27	0	20	0	0	0	0	11	215	0	79	10	0	10	0	44	114	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__MGYG000004177|s__MGYG000004177	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG11198|s__MGYG000002182	12	0	0	0	80	0	0	426	0	0	0	20	0	75	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	16	1010	0	0	0	0	0	13	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4851	0	0	0	0	429	10	376	0	0	0	96	0	0	0	82	67	253	0	0	87	0	278	0	0	778	0	0	0	0	0	21	3908	0	153	0	0	0	0	0	0	0	13	0	0	0	42	45	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG11198|s__MGYG000004509	46	0	0	157	394	0	0	1658	0	0	0	82	0	0	0	0	0	0	0	0	1337	110	0	0	0	622	0	74	40	0	0	206	0	0	0	0	0	12	76	0	17	0	0	36	96	0	0	18	0	13	651	0	0	0	54	0	0	153	0	0	0	83	0	45	328	0	861	0	0	0	0	0	136	0	661	1880	0	60	0	0	173	0	0	11	0	0	64	0	0	382	68	316	0	10	0	0	0	0	0	0	0	0	0	0	0	0	18	0	28	0	0	0	0	13	0	0	0	0	0	1810	258	0	0	0	0	79	0	679
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG11241|s__MGYG000004216	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG13868|s__MGYG000004228	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	210	0	0	0	0	0	15	0	0	0	0	47	0	0	76	0	0	0	0	22	0	104	0	0	277	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG13868|s__MGYG000004303	87	43	44	0	43	0	0	0	0	124	0	151	0	0	0	0	0	0	0	0	0	0	0	37	0	0	16	0	0	0	103	0	0	0	22	39	64	447	124	0	0	0	28	178	0	0	0	224	0	13	61	0	0	0	20	472	0	0	0	0	0	492	1011	0	56	0	0	741	0	0	0	34	0	0	146	0	0	401	0	288	89	76	58	0	0	0	0	714	553	0	557	0	0	0	0	0	0	0	0	57	0	0	0	0	0	131	404	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	28	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG705|s__MGYG000004753	3506	47	5651	350	865	202718	501955	0	51690	9546	221963	53100	14420	35	236	24	341322	240	21188	755	756	1456229	0	0	217	711	106858	15788	208304	25	19	56597	27214	29	148	2505	64678	34	2614	257	60	208	25	0	350	213	11597	106	264936	10	155637	6938	16	17	28517	31	0	86683	29	101543	11	138	18683	20172	1131	0	30	55158	3119	21845	54305	3088	47	2031	174	10	35	16	0	492	56532	10	13069	126	14	11	0	5651	78	246	39482	15	38	32	0	161	14591	154795	77	94	399	75176	54	17410	202	115500	32	46	242569	4938	103	56	17465	46	0	43	15211	370	11777	136	18	1096	0	0	4035	11	2031	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG705|s__MGYG000004890	119	0	0	0	353	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	11	0	63	476	0	0	0	0	102	0	0	160	632	0	0	42	0	0	0	0	0	0	0	0	0	0	0	62	659	78	0	0	0	0	115	0	0	63	0	370	0	0	16	0	0	147	259	125	0	0	0	27	105	140	0	67	0	0	0	0	0	29	233	0	0	19	17	0	0	0	21	191	0	0	43	28	22	0	312	0	0	43	0	0	0	25	0	0	224	0	0	55	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG705|s__RUG705_sp900551455	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG705|s__RUG705_sp900759875	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	321	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA11963|s__UBA11963_sp900552975	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA3631|s__MGYG000004417	343	0	0	0	78	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741	0	0	0	0	0	0	0	0	0	0	10	88	0	0	0	0	35	0	0	20	43	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	519	14	0	0	0	0	228	0	0	0	0	50	0	0	0	0	0	0	46	0	0	0	0	0	25	0	0	0	0	0	0	0	0	24	0	0	0	16	0	0	0	0	0	0	0	0	0	0	23	0	77	0	0	62	0	0	0	0	0	211	45	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA3631|s__UBA3631_sp900544605	10	0	0	0	82	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	26	2583	0	0	0	0	0	0	0	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA3631|s__UBA3631_sp900546275	8800	0	0	0	14	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10356	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA3789|s__UBA3789_sp900543055	54	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__MGYG000000426	26	0	0	0	56	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	40	0	0	98	0	0	0	16	0	0	0	0	0	0	18	145	0	0	0	0	0	0	0	40	143	0	0	33	0	0	0	0	124	0	0	0	0	0	0	27	31	23	0	0	0	0	34	0	0	27	0	0	0	0	33	0	0	148	64	38	0	0	0	0	67	12	0	0	18	0	0	0	0	19	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	83	0	0	10	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__MGYG000002249	280	403	965	0	3477	0	836	0	533	0	1962	207	3765	176	0	0	0	2337	0	2423	82	1317	0	1824	4267	0	2735	1186	4398	290	6882	1224	7761	1326	182	502	115	0	1159	0	0	1042	457	0	694	213	3029	1907	4384	1518	3500	3783	0	3339	6410	670	0	268	2124	0	329	175	654	99	174	467	2460	2092	1755	3641	985	1030	9480	0	1241	0	5624	2668	4011	575	3786	4428	5062	200	7500	124	371	4766	479	2868	296	142	519	1447	0	1110	1556	0	0	0	577	665	768	0	0	541	558	0	1097	0	0	102	210	6766	0	0	399	1729	945	0	2172	733	783	8226	3167	0	3258	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__MGYG000004175	269	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	10	47	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__MGYG000004669	0	0	180	0	6001	0	963	0	1355	2147	0	0	0	163	0	0	0	0	0	0	195	0	0	45	90	0	0	0	512	0	148	0	6083	0	0	799	0	287	0	0	255	1580	166	1014	387	28	0	242	0	265	2475	13044	147	171	3164	143	0	0	0	1091	140	249	91	115	64779	0	0	418	1431	0	695	605	236	0	2598	0	0	1602	0	163	262	4171	301	58	0	351	609	4793	241	0	3914	1606	929	0	0	114	0	8016	0	91	547	1002	0	0	48	0	1470	0	0	195	0	51	0	0	0	0	0	56	588	77	185	86	0	0	235	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__UBA5026_sp900546745	89	0	0	0	38	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16533	0	0	0	0	0	10	15	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085	354	0	0	0	0	0	152	0	0	0	70	0	0	745	0	0	0	1747	0	0	0	0	0	0	799	11	90	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	79	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__UBA5026_sp900550255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	69	0	45	0	0	0	16	0	0	0	0	15	0	0	22	0	0	0	22	0	14	14	0	19	12	0	0	0	0	0	0	0	0	0	0	10	11	0	85121	0	0	0	0	0	4010	0	32	0	19	33	0	0	29	0	0	0	0	0	4459	11	0	0	0	23	0	20	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1566	23	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__UBA5026_sp900552335	31	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	387	0	0	0	0	132	0	0	0	58	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	687	12	0	0	0	0	0	0	0	0	0	61	0	0	26	0	0	21	180	0	0	0	0	0	23	169	0	24	27	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	10	0	0	0	0	0	0	0	0	0	34	0
