	ERR2726405	ERR2726406	ERR2726407	ERR2726408	ERR2726409	ERR2726410	ERR2726415	ERR2726419	ERR2726420	ERR2726421	ERR2726422	ERR2726423	ERR2726427	ERR2726428	ERR2726432	ERR2726433	ERR2726434	ERR2726435	ERR2726436	ERR2726437	ERR2726443	ERR2726444	ERR2726446	ERR2726448	ERR2726453	ERR2726463	ERR2726476	ERR2726480	ERR2726484	ERR2726488	ERR2726489	ERR2726494	ERR2726501	ERR2726503	ERR2726507	ERR2726513	ERR2726522	ERR2726527
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA11963|s__UBA11963_sp900552975	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA3631|s__MGYG000004417	0	0	0	0	0	0	0	0	228	0	0	0	0	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA3631|s__UBA3631_sp900544605	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA3631|s__UBA3631_sp900546275	559	0	0	0	0	0	0	0	17	0	0	0	0	0	0	29	0	0	0	0	23511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA3789|s__UBA3789_sp900543055	0	0	0	0	0	0	0	1207	55384	0	0	0	0	0	24	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__MGYG000000426	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	91	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__MGYG000002249	2780	0	10064	104	4220	0	0	0	470	11920	0	92	1804	2845	932	678	1062	504	0	720	1804	0	1022	3587	185	0	937	0	0	1246	0	0	0	672	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__MGYG000004175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__MGYG000004669	0	0	511	0	62	0	0	0	1991	33	0	0	6985	0	0	17281	0	178	0	0	0	105	204	36	0	0	56	0	0	0	0	0	112	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__UBA5026_sp900546745	7251	0	0	0	0	0	26	0	239	0	0	0	41	0	20	44	38	0	25	0	0	0	3150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__UBA5026_sp900550255	0	0	0	1795	0	0	0	0	65	0	2306	0	0	0	0	119	0	0	0	0	6027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__UBA5026_sp900552335	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA5026|s__UBA5026_sp900557305	0	0	2798	85	2577	0	0	0	2136	128	0	0	0	697	935	247	990	95	0	209	0	715	871	2736	562	0	0	0	0	0	0	0	0	1320	0	0	0	13036
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA6414|s__MGYG000000469	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA7057|s__MGYG000001048	0	0	89	0	0	0	17	0	19	29	18	14	124	0	79	58	60	18	14	0	0	30	22	11	0	0	18	80	0	0	0	0	19	0	0	154	0	15
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA7057|s__MGYG000004391	0	0	0	0	0	0	0	0	15	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA7057|s__UBA7057_sp900542735	3095	0	0	0	0	0	0	145	7467	0	0	0	110340	0	24	8463	0	0	0	0	718	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UBA7057|s__UBA7057_sp900543675	0	0	0	0	0	0	0	0	32	0	0	44	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1045|s__MGYG000004401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1730	0	29	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1045|s__UMGS1045_sp900547995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1124|s__UMGS1124_sp900548725	0	0	0	24	0	0	0	0	1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1217|s__MGYG000004776	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1217|s__UMGS1217_sp900549625	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1449|s__MGYG000004333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1572|s__UMGS1572_sp900553045	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	614	0	0	53	0	0	0	0	103	0	0	63	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1611|s__UMGS1611_sp900553435	0	0	27	4841	14	0	0	0	0	0	15	0	0	0	0	19	0	10	0	0	23	15	0	162	0	0	0	0	0	0	0	0	12	84	0	0	0	10
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1613|s__MGYG000004530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1613|s__UMGS1613_sp900553395	0	0	0	0	0	0	24	0	0	0	0	42	0	0	0	21	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1648|s__MGYG000004211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS1648|s__UMGS1648_sp900553765	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	87	0	0	0	0	318	0	0	0	0	20	0	0	180	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS2016|s__MGYG000001840	0	21	44	0	48	0	0	0	0	139	0	12	40	14	368	51	0	20	0	10	20	342	0	239	61	0	992	0	0	0	0	0	27	19	13	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS2016|s__MGYG000002207	0	0	30	154	0	0	20	0	0	0	0	23	10	0	23	33	29	30	0	0	0	0	0	0	1101	0	0	0	34	0	31	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS2016|s__UMGS2016_sp900557185	10	115	218	134	0	31	24	19	75	500	59	89	0	0	125	64	171	84	23	61	109	326	14	34	48	0	25	25	188	28	251	0	42	39	108	0	19	193
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS2068|s__UMGS2068_sp900769635	0	0	0	0	0	0	13	0	40	0	0	0	574	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS995|s__MGYG000004527	13	0	11	33	148	0	14	0	32	0	0	0	0	0	0	0	0	18	0	39	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS995|s__UMGS995_sp900547465	0	0	0	12	0	0	0	48	2437	0	914	0	0	0	0	25	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__UMGS995|s__UMGS995_sp900769695	0	0	0	0	0	0	0	0	128	0	0	0	321	0	0	0	0	0	0	0	174	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-288|g__CAG-288|s__CAG-288_sp000437395	28	0	10	4549	0	0	0	462	0	0	0	0	62846	0	62	6889	0	12	681	0	0	0	0	29	0	0	0	0	0	0	0	0	101	22	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-288|g__CAG-345|s__CAG-345_sp000433315	0	1255	0	218	94	0	15	0	19	0	0	0	141	0	0	13	192	0	18	0	0	0	229	43	0	0	0	0	0	0	0	2545	0	83782	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-288|g__CAG-568|s__CAG-568_sp000434395	0	86733	35	295138	0	0	0	0	0	93	0	0	0	0	0	10	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-288|g__HGM10890|s__HGM10890_sp900769965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-288|g__MGYG000004606|s__MGYG000004606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-288|g__UBA7642|s__MGYG000004360	0	19	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-288|g__UBA7642|s__UBA7642_sp900539865	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-288|g__UBA7642|s__UBA7642_sp900763245	0	575	0	800	0	0	0	0	0	0	0	0	0	0	0	86	19	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	1424	0	12	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-288|g__UBA7642|s__UBA7642_sp900770925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-449|g__CAG-449|s__CAG-449_sp000432895	0	0	0	90	0	0	680	0	0	0	0	0	305	0	0	0	0	13	0	0	0	4030	0	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-449|g__CAG-449|s__CAG-449_sp900551385	10	0	0	502	0	0	16	0	0	87	0	0	0	0	12	0	0	1217	0	0	0	1043	238	10	0	0	0	29	0	0	0	0	34	20	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-449|g__CAG-449|s__MGYG000004199	0	0	0	0	0	238	0	0	14	0	0	28	16	1573	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-449|g__CAG-449|s__MGYG000004440	0	0	0	80	0	0	17	0	0	0	0	0	0	0	0	0	0	382	0	0	0	438	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-449|g__UBA3210|s__UBA3210_sp900755065	0	0	0	0	0	0	0	11	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-631|g__CAG-631|s__CAG-631_sp000433015	0	0	0	0	0	0	0	0	0	0	0	10838	28	0	0	0	19	0	0	0	3514	0	0	0	0	0	0	1142	0	221	0	10	0	0	0	0	149	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-631|g__CAG-631|s__CAG-631_sp900754115	0	0	0	0	0	0	43	0	36	219	0	140	2874	0	0	0	351	0	0	400	372	0	0	0	0	844	0	552	0	141	1220	0	562	217	0	0	0	1138
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-631|g__CAG-631|s__CAG-631_sp900762575	10	0	0	0	2145	0	13918	0	51	0	0	0	23	0	0	388	0	0	0	17	0	100	33	0	0	0	0	0	109	0	0	21	95	38	0	0	0	10
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-631|g__CAG-631|s__MGYG000001800	0	18	0	59	0	0	51	0	0	0	0	0	0	0	0	28	0	0	0	180	0	186	0	66	0	0	231	0	0	0	0	0	0	0	0	0	73	51
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-631|g__MGYG000004029|s__MGYG000004029	0	0	25	52	0	0	0	0	45	0	0	0	655	0	0	39	0	13	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__CAG-826|s__CAG-826_sp000437235	0	0	0	0	0	0	7409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__RUG131|s__RUG131_sp900315885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__RUG131|s__RUG131_sp900549975	0	28	0	875	0	0	27	0	0	0	0	0	11	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__UBA4855|s__MGYG000004545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1511	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__UBA4855|s__UBA4855_sp900540365	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	56	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__UBA4855|s__UBA4855_sp900540395	0	0	0	0	0	0	183	21	0	0	1695	328	0	0	0	0	0	70	0	0	0	69	0	22	0	0	292	0	141	0	0	0	154	0	0	114	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__UBA4855|s__UBA4855_sp900545015	0	154	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__UBA4951|s__UBA4951_sp900540385	0	307	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__UBA4951|s__UBA4951_sp900542595	0	0	0	0	0	0	0	0	0	0	0	1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__UBA733|s__UBA733_sp900539595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__UBA733|s__UBA733_sp900767605	0	170	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__UBA733|s__UBA733_sp900767825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella_morbillorum	0	106	77	76	505	24	350	0	0	242	219	60	306	21	124	130	450	60	0	35	161	21	22	38009	0	79	56	270	973	544	24331	31	33	713	0	0	130	142
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella_sanguinis	0	168	1118	139	99	792	0	0	39	478	255	94	97	357	419	1011	0	557	0	68	884	65	297	7410	0	405	1126	62	88	124	1237	0	82	111	0	0	0	59
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella_sp002871655	0	0	33	0	0	17	0	0	0	14	0	0	0	21	0	0	0	0	0	0	0	0	0	47	0	13	15	0	0	0	48	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella_sp900555985	0	0	11	0	0	19	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	28	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella_sp900766305	0	0	49	0	0	16	0	0	0	33	53	0	0	59	0	0	0	28	0	0	0	0	0	94	0	0	15	0	0	0	16	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__MGYG000002909	0	0	39	0	0	21	0	0	0	10	0	0	0	57	0	0	0	0	0	0	0	0	0	39	0	16	0	0	26	0	14	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus_A|s__Staphylococcus_A_lentus	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_haemolyticus_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	63	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium_A|s__Cetobacterium_A_sp900766645	0	0	0	26	0	0	11	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900015295	0	0	0	0	79	0	0	0	25	32	137	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	138	0	0	0	78	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900543175	0	0	0	0	16	0	0	0	16	17	0	0	0	0	66	0	30	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900549465	23	10	69	98	54	0	10	26	0	55	0	17	83	10	30	12	73	45	80	64	0	22	17	39	0	19	15	27	29	18	34	0	0	25	0	48	31	13
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900555485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900555845	0	0	0	0	23	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900764925	0	0	25	0	19	0	0	0	0	0	103	0	17	0	0	34	118	38	0	0	59	25	0	0	14	70	0	0	0	0	0	0	0	40	0	957	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_ulcerans_A	96	472	336	64	51	274	29	24	353	1704	213	24	663	108	268	173	758	241	88	38	164	201	212	158180	592	551	72	43	137	210	253	0	39	21	0	119	30	36
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_varium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	93
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_varium_A	0	0	22	0	118	0	10	0	0	0	10	0	130	86	0	0	52	0	0	0	53	15	18	3675	0	11	21	0	21	0	0	41	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B_sp900541465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B_sp900542625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B_sp900545035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B_sp900554355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B_sp900554885	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__MGYG000004742	0	0	84	0	0	10	0	14	0	25	0	0	13	0	0	24	0	28	0	0	87	89	0	1208	0	0	0	0	227	0	21	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_C|s__Fusobacterium_C_gonidiaformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
