	SRR6468500	SRR6468503	SRR6468508	SRR6468509	SRR6468512	SRR6468522	SRR6468523	SRR6468524	SRR6468528	SRR6468532	SRR6468538	SRR6468540	SRR6468543	SRR6468544	SRR6468545	SRR6468549	SRR6468550	SRR6468553	SRR6468562	SRR6468564	SRR6468567	SRR6468589	SRR6468597	SRR6468598	SRR6468600	SRR6468604	SRR6468605	SRR6468611	SRR6468613	SRR6468614	SRR6468617	SRR6468621	SRR6468622	SRR6468624	SRR6468626	SRR6468627	SRR6468628	SRR6468630	SRR6468631	SRR6468632	SRR6468633	SRR6468635	SRR6468636	SRR6468639	SRR6468643	SRR6468644	SRR6468647	SRR6468649	SRR6468654	SRR6468656	SRR6468657	SRR6468658	SRR6468660	SRR6468663	SRR6468664	SRR6468668	SRR6468673	SRR6468674	SRR6468678	SRR6468679	SRR6468680	SRR6468681	SRR6468684	SRR6468686	SRR6468687	SRR6468688	SRR6468689	SRR6468690	SRR6468693	SRR6468697	SRR6468698	SRR6468699	SRR6468704	SRR6468706	SRR6468709	SRR6468715	SRR6468716	SRR6468718
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_hircilactis	0	0	46	0	0	0	0	25	10	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	30	0	0	0	0	0	49	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0	0	0	0	0	0	0	36	0	16
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	43	202	7584	74	27	26	34	8315	3969	42	14	54	36	55	202	3584	123	180	0	3506	171	16	89	1193	1365	441	1423	3068	27	10	479	521	78	434	4640	21	356	672	42	1352	113	224	8008	1518	2036	11	2145	151	8950	1586	10111	33	1271	1291	291	11	294	3669	0	270	49	431	621	150	0	324	694	183236	271	0	98	185	0	0	508	5890	45	3798
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis_E	74	34	176	18	45	14	0	1024	535	25	0	89	0	34	0	8132	23	34	0	97	51	0	26	437	207	36	40	71	64	14	20	52	173	93	257	59	64	1994	58	137	622	1525	490	66	883	11	79	97	609	43	778	13	282	44	48	32	928	1528	13	246	94	152	50	222	0	3659	56	20429	42	0	46	35	15	0	22	4581	128	8426
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri	0	0	18	0	0	0	0	15	13	0	0	0	0	0	0	35	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	16	0	0	0	0	24	0	13	0	0	0	0	0	0	0	13	0	380	0	0	0	0	0	0	0	31	0	36
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__MGYG000000298	13	15	0	0	0	0	0	15	43	0	13	33	10	11	22	17	31	0	0	22	47	0	18	0	27	10	0	16	0	0	0	40	0	93	38	10	20	343	96	12	19	18	0	0	21	40	10	0	58	0	14	63	13	339	51	100	40	34	40	21	35	0	17	0	16	0	0	204	11	73	24	0	21	11	38	32	101	181
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__MGYG000000576	0	0	0	0	0	0	0	13	0	0	0	0	0	0	20	26	11	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	15	0	0	0	41	14	0	0	0	0	18	0	11	0	0	30	0	0	23	0	0	0	18	0	0	0	0	12	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	81
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__MGYG000001197	17	44	11	0	27	0	0	143	42	0	40	209	15	0	14	51	36	0	0	16	96	0	103	75	36	0	117	13	0	0	22	116	31	155	43	119	12	1821	1930	0	376	130	0	0	0	56	44	100	26	34	13	297	225	190	26	221	224	564	12	13	10	41	33	0	0	0	0	272	0	269	30	0	15	11	126	252	11	114
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__MGYG000002826	260	259	0	0	19	67	0	63	442	41	41	75	113	20	118	239	271	15	0	13	68	0	39	29	311	43	0	0	0	14	60	166	12	661	124	21	50	3845	963	35	71	584	35	437	42	277	120	11	131	14	26	2865	31	285	24	440	33	53	309	23	126	40	0	36	92	12	0	195	173	45	30	23	0	25	16	73	60	1067
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__MGYG000002843	501	487	0	0	42	86	0	70	1075	72	51	128	147	30	278	341	380	25	0	33	108	0	73	47	591	97	17	0	25	28	91	441	19	1078	190	32	68	6947	1862	85	117	945	66	626	73	603	206	18	424	19	42	4912	51	410	44	719	50	97	516	58	284	72	14	60	145	42	22	344	260	86	44	32	21	43	41	119	117	1825
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__MGYG000003136	21	111	89	238	0	758	478	32	508	185	33	434	42	21	28	35	31	23	0	18	42	0	170	26	46	105	10	535	776	191	150	107	250	67	98	72	419	838	199	420	646	646	651	43	155	136	17	58	216	120	124	412	219	401	29	2128	121	30	165	112	158	27	0	153	214	454	688	327	50	41	267	0	312	419	417	52	189	192
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__MGYG000003717	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	16	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	15	12	0	0	105	40	11	0	29	0	36	0	0	0	0	19	0	0	29	0	120	0	18	0	0	0	0	0	15	0	0	0	0	0	49	0	43	0	0	0	0	0	0	10	28
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__MGYG000003797	0	38	0	0	0	0	0	15	22	11	0	0	34	0	21	23	30	0	0	14	26	12	0	0	17	0	24	0	0	32	0	10	10	48	0	0	10	349	475	13	90	41	0	20	192	34	12	0	355	0	0	43	0	6940	1613	47	11	55	10	0	0	17	16	0	35	10	0	467	17	58	0	0	28	0	27	48	96	56
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae	11	0	0	0	0	0	0	24	63	0	0	0	0	0	0	16	44	0	0	0	19	0	0	0	36	14	0	0	0	21	12	0	0	2484	166	0	10	458	116	0	16	73	11	6867	0	76	16	322	0	0	0	5196	0	38	0	97	0	13	10	0	291	33	0	39	68	0	32	82	37	10	0	0	0	0	0	33	0	54
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_alactolyticus	21	0	0	0	25	55	21	104	15	78	56	49	34	0	17	86	16	0	0	15	13	0	53	0	46	11	0	70	0	165	27	0	0	0	37	41	0	36	101	21	64	35	12	560	0	0	60	0	359	0	0	32	0	0	0	0	11	0	18	0	24	0	0	0	31	18	24	102	0	47	0	0	0	0	20	12	0	22
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	113	34	0	0	0	0	13	46	777	32	44	31	63	35	16	42	254	36	0	139	59	0	0	0	223	100	12	0	0	63	0	14	16	280	120	0	0	6189	1009	33	0	252	0	680	0	116	40	335	244	44	16	55	86	356	16	56	0	32	44	12	72	150	17	11	0	0	0	41	0	85	39	13	0	0	0	108	0	2168
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_C	241	29	0	16	0	0	19	45	289	18	0	18	101	11	13	15	138	49	0	28	0	0	0	0	362	27	0	0	0	324	0	12	19	96	91	0	0	1780	1567	17	28	1075	0	67	0	268	45	102	195	18	10	121	37	52	78	236	16	15	0	0	50	85	0	16	0	0	0	791	0	80	10	0	0	0	0	428	0	2494
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus	44	136	10	0	94	244	43	113	174	17	179	180	474	88	241	105	84	15	0	27	43	0	48	43	90	34	0	59	11	97	19	37	186	133	34	38	23	992	333	72	124	140	100	120	0	1135	196	58	179	10	127	98	40	56	0	144	140	109	27	37	361	94	16	39	102	14	159	276	21	132	36	61	16	0	15	42	25	278
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_equinus	16	0	0	0	11	0	0	256	0	43	0	30	0	0	54	44	35	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	29	14	14	2507	0	0	19	0	853	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	34	0	0	0	0	0	0	0	34	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	90	113	0	0	12	391	0	122	262	101	69	174	64	0	991	363	674	14	0	13	1570	0	39	67	326	213	55	14	0	276	54	121	18	371	231	0	32	25947	296	65	72	287	145	138	69	109	50	13	827	62	157	15387	27	811	137	1971	51	247	62	17	1353	393	0	22	0	24	23	58	83	1107	17	192	0	16	105	499	144	3495
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius	112	13	63	0	34	15	54	41437	126	261	88	272	13	35	1138	916	578	0	0	16	41	0	47	148	64	47	11	0	0	942	126	66	27	46	64	148	0	40	32	24	98	342	131	9539	25	0	185	25	10549	137	64	152	206	15	0	0	70	96	126	27	13	87	0	21	0	454	0	992	0	28	0	0	0	18	0	449	25	129
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis_I	81	114	11	0	20	107	12	85	1016	102	74	173	31	41	148	138	79	14	0	67	108	0	56	0	346	104	12	40	29	32	68	275	60	379	171	10	124	1830	990	27	83	112	64	12	111	193	123	22	444	16	33	675	33	585	84	587	94	103	66	44	166	84	28	26	57	45	17	561	42	302	46	23	31	37	76	163	163	507
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_koreensis	139	70	12	0	13	13	0	57	157	25	35	264	24	0	23	38	38	0	0	19	61	0	22	97	94	28	150	21	27	18	213	77	55	327	89	21	21	5522	856	0	59	89	0	19	203	271	51	55	55	32	0	254	161	219	16	131	62	260	24	349	13	44	414	15	43	0	0	355	37	2152	18	10	0	0	109	270	18	135
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	0	60	51	0	0	35	42	1405	11	26	0	0	0	0	17	55	0	13	0	0	0	0	12	29	10	0	43	84	466	313	35	48	12	96	0	0	0	114	32	327	0	95	87	649138	22	0	52	0	112	11	37	79	0	83	78	84	24	18	54	16	12	12	0	14	29	56	43	316	119	0	0	0	0	0	0	17	22	66
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	14	56	0	0	11	20	14	39	175	22	10	23	43	0	35	47	120	0	0	43	40	0	10	0	38	11	0	10	0	22	0	75	34	121	13	0	11	857	499	22	26	53	17	139	35	13	24	0	574	0	25	106	11	866	51	56	20	48	0	13	51	19	11	0	33	30	14	407	0	102	0	0	14	0	57	100	96	156
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_AC	0	15	0	0	0	0	0	29	20	0	0	14	16	0	18	18	36	0	0	26	16	0	0	0	21	0	11	0	0	21	0	47	17	68	0	0	0	523	168	0	18	43	0	38	0	15	21	0	166	0	0	234	0	593	29	45	10	24	12	0	0	29	0	0	13	0	0	225	0	59	0	0	12	0	38	48	86	61
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_BB	0	143	0	0	0	0	0	470	61	0	0	0	257	0	193	307	145	0	0	164	259	0	0	0	142	0	0	117	0	588	0	67	167	223	0	0	0	1596	813	0	852	511	0	487	0	70	0	0	7845	0	53	1134	86	4262	318	245	94	348	0	0	0	217	103	0	73	0	0	4627	109	618	0	0	112	0	144	295	398	269
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_D	0	12	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	11	0	24	0	0	0	227	92	0	11	27	0	0	0	0	0	0	86	0	0	45	0	242	20	23	0	18	0	0	0	0	0	0	0	0	0	117	0	16	0	0	14	0	19	15	40	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans	39	175	0	0	0	547	0	125	1536	91	96	118	1068	12	717	200	624	94	0	0	195	30	36	49	1427	220	0	0	30	761	22	1942	0	2477	560	0	33	447	491	132	78	3182	131	14794	45	1126	507	150	107	20	204	46321	103	97	24	2687	13	402	1184	17	107	1147	0	711	14	0	20	55	1166	608	26	572	0	0	0	303	73	15693
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	0	11	0	0	0	0	0	12	37	0	23	0	16	0	31	44	16	12	0	10	61	0	0	0	25	11	0	0	0	23	0	0	0	81	24	0	0	266	52	45	0	66	0	132	18	19	0	0	54	0	0	244	0	310	0	31	0	13	13	0	13	12	0	0	0	0	0	273	0	133	0	0	0	0	15	10	18	37
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis_E	11	0	0	0	0	0	0	0	12	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	17	0	0	0	0	33	0	0	0	113	0	0	0	245	73	11	0	28	0	141	0	14	0	42	22	0	0	65	0	69	0	16	0	0	0	0	0	0	0	0	0	0	0	384	0	18	0	0	0	0	0	92	19	48
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis_S	0	0	0	0	0	13	0	0	12	103	0	10	19	0	61	22	16	0	0	0	64	0	0	0	25	14	0	0	0	0	0	0	0	99	22	0	0	146	76	37	15	203	12	140	34	19	15	0	70	10	0	105	0	537	13	28	0	0	0	0	14	16	0	0	0	13	0	134	0	67	0	0	0	0	22	52	27	146
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis_W	44	93	0	0	26	87	0	49	429	80	105	38	36	0	216	193	181	0	0	44	91	0	62	0	252	82	0	0	20	73	64	314	14	535	89	0	148	2248	818	31	41	218	37	410	86	325	133	21	282	20	34	1597	28	104	12	635	94	70	123	47	265	29	0	14	25	20	0	63	12	66	0	0	16	27	29	76	50	221
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	764	858	11	0	67	470	18	372	2833	299	328	325	432	75	658	835	907	43	0	121	787	0	345	81	849	153	45	0	96	222	265	1117	65	2189	968	47	150	21056	4858	253	547	1273	129	717	90	1066	259	41	869	74	111	7921	112	1514	175	801	131	330	857	208	386	475	49	92	281	139	55	3932	780	230	98	80	89	174	203	158	177	3399
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis_B	1201	917	0	0	86	183	15	139	2168	174	117	607	394	55	446	660	906	71	0	108	280	0	185	172	1484	182	28	0	51	61	297	887	33	3620	606	96	176	34431	7355	143	318	5512	221	1584	91	1034	433	18	682	42	104	19696	107	1717	104	1788	32	222	867	143	397	132	38	182	545	130	71	1276	926	345	202	96	75	142	85	348	180	6334
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus	19	51	0	55	0	89	28	710	28	75	22	51	0	0	57	308	11	38	0	155	16	0	65	42	79	46	30	93	220	21945	30	98	924	903	36	24	10	31	51	2086	197	530	98	3281	100	52	16	421	175	63	27	391	342	153	299	358	28	349	342	24	0	77	19	64	0	0	369	167	88	157	12	372	27	0	0	10	183	329
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_peroris	0	11	0	0	0	0	0	0	10	0	0	0	12	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	21	0	0	0	106	61	0	0	18	0	0	0	11	0	0	11	0	0	35	0	105	19	19	0	0	13	0	11	0	0	0	0	0	0	43	0	18	0	0	0	0	10	15	18	416
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudopneumoniae_O	14	19	0	0	0	0	18	29	53	10	0	0	18	0	0	117	21	17	0	17	41	0	0	0	41	0	0	14	0	14	0	22	16	29	18	0	26	238	293	0	17	87	0	0	14	15	0	0	70	0	0	56	0	792	14	95	11	19	10	0	16	89	29	0	27	0	0	218	0	43	0	0	18	0	18	27	35	27
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri	36	46	16	0	10	25	30	61	41	12	27	189	22	12	12	36	20	15	0	12	44	0	33	43	25	25	130	24	0	15	17	62	93	120	43	34	22	11218	546	17	297	55	0	29	12	36	31	28	16	22	12	107	100	773	0	688	146	1649	17	27	47	28	26	0	18	10	18	802	29	150	0	13	0	0	365	105	10	106
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	33695	30446	4432	651	17408	20743	3599	28662	133558	42701	23470	53180	9355	2920	119866	54371	69803	1639	0	11925	28991	0	23836	2282	79085	16806	1832	649	2997	18558	24831	90591	4995	168528	35027	9410	34640	622962	287800	7049	51110	92078	22015	401742	15599	81783	45249	7006	1015790	4226	9089	440681	9331	55640	7698	156621	29072	28757	47411	13149	51553	11108	3658	6377	10048	31648	2546	52868	8240	21728	4135	2536	4276	8885	11431	40643	15791	118944
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis_H	95	272	0	36	72	123	33	129	451	38	91	224	77	0	1139	1207	949	84	0	180	2737	0	96	139	822	256	40	64	90	1146	153	189	291	911	828	205	1309	3817	3569	666	189	4431	47	18	499	1688	839	215	1626	271	258	14042	284	175	85	948	324	586	572	86	515	401	37	55	32	152	31	1389	275	3912	72	31	82	144	265	1479	163	838
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sobrinus	10	166	0	0	12	35	0	14	269	23	53	22	226	0	121	223	934	0	0	21	22	0	21	0	161	0	0	0	0	46	31	197	12	162	47	0	51	721	261	0	28	105	24	115	33	242	41	103	140	0	0	521	14	33	0	223	52	38	32	23	119	0	0	10	0	0	0	21	0	14	0	0	0	13	14	24	65	10409
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp000187445	163	710	27	0	139	427	17	172	2260	309	301	231	994	30	1195	1049	4111	18	0	113	313	0	267	11	806	338	34	0	40	428	182	865	105	1083	326	46	385	7361	1647	148	317	501	148	890	247	1717	644	105	1992	51	87	3875	87	292	34	1365	145	269	358	65	828	119	17	62	92	122	23	264	74	93	40	51	44	91	54	313	215	22362
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp000411475	12	25	0	0	0	0	0	15	159	0	14	27	12	0	36	16	44	0	0	11	39	0	11	0	14	0	0	0	0	0	10	120	10	33	65	16	16	480	101	0	12	39	11	0	21	29	14	0	44	0	0	604	0	489	26	117	19	22	41	22	19	0	0	0	0	26	0	276	0	88	25	0	12	19	24	40	145	138
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp001556435	18019	11055	3248	189	7125	19838	1782	19086	72813	18069	7384	15109	4927	1918	21988	79430	40118	2040	0	4081	17774	0	6836	3788	37740	15214	2592	1127	1561	29294	10058	28127	6195	152091	7024	9837	7067	386298	118774	8111	21976	46287	9016	112682	10995	27464	24261	4336	505357	3502	4272	130298	4615	37162	7942	33541	7295	8791	11995	2364	31705	14956	489	1955	6720	26685	2853	42924	7558	14429	2505	2982	1310	2426	2716	26974	7786	53026
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp004166885	55	79	12	0	71	13	20	164	134	22	95	1037	26	0	36	79	75	14	0	59	137	0	135	571	125	14	172	62	17	40	112	284	87	563	152	136	14	3396	4311	0	154	261	22	35	68	204	97	167	157	220	17	524	529	281	72	975	475	1297	79	180	41	67	118	16	27	10	13	566	52	1648	81	11	16	55	484	839	36	303
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp900543065	63	70	0	0	11	10	0	14	157	29	19	30	24	0	56	85	79	15	0	0	20	0	17	0	71	11	0	0	0	0	19	53	0	222	20	0	0	681	243	0	16	130	17	93	13	89	41	0	36	0	0	734	16	109	12	427	10	17	60	0	48	21	0	12	20	0	0	56	29	20	10	0	0	0	0	22	11	350
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp900546335	0	0	0	0	0	0	0	0	16	0	0	0	0	0	10	12	0	0	0	0	17	0	0	0	11	0	0	0	0	0	0	14	10	37	10	0	0	130	37	0	0	25	0	108	12	0	0	0	156	0	0	171	0	1846	341	26	0	0	0	0	0	0	0	0	0	0	0	87	0	88	0	0	0	0	0	0	0	16
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp900550895	17	41	19	25	23	34	410	10	243	57	36	81	30	18	20	47	19	12	0	16	13	0	0	20	12	17	64	182	0	259	0	103	12	65	87	24	402	185	84	337	0	635	275	286	135	41	36	27	49	0	21	289	0	85	42	474	0	13	0	23	97	13	18	12	31	19	19	195	30	92	0	68	0	1072	10	168	28	122
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp900555155	0	33	0	0	0	0	0	14	103	0	0	0	0	0	18	14	44	0	0	16	19	0	17	0	38	0	0	0	0	0	10	91	0	33	14	0	0	250	88	16	21	17	0	53	24	258	17	0	42	0	0	63	0	108	0	47	11	0	0	0	98	10	0	0	0	0	0	66	0	60	0	0	45	10	11	15	17	35
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp900755085	203	155	0	0	24	21	0	26	426	47	25	78	61	17	107	173	187	20	0	0	53	0	20	28	265	30	0	0	0	14	34	80	11	812	99	17	31	2771	936	21	57	339	33	384	24	178	127	11	84	13	16	1909	39	236	18	211	18	29	135	18	97	27	12	26	60	15	0	171	119	63	24	14	10	18	16	39	42	704
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp902363395	100	137	0	0	37	27	0	109	135	0	198	639	42	0	52	162	94	18	0	30	74	0	141	253	109	13	70	24	0	83	54	188	42	297	68	146	34	2187	2880	33	131	217	0	50	32	120	227	228	65	42	18	1362	200	215	154	395	373	681	28	26	45	58	35	14	30	0	0	434	75	752	37	12	24	26	266	465	65	306
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp902373455	373	361	0	0	46	62	0	41	653	61	26	106	149	21	123	325	267	28	0	18	78	0	51	36	424	55	11	0	10	20	69	153	13	830	135	25	46	5869	1423	45	91	713	67	433	28	364	127	0	127	0	31	3152	51	339	157	537	21	80	341	34	158	62	0	56	124	27	14	256	233	58	38	22	22	37	37	83	94	1304
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	60415	326	13057	72	35392	423	8820	803	11745	119696	14911	116205	99	3991	174946	165536	81150	622	0	2141	21842	39	18536	1676	22315	10481	551	787	351	26464	25370	9838	1678	13162	4987	27217	4873	5627	1148	1735	102734	60632	45103	2720	2016	754	62005	3127	3260229	3971	4800	19842	563	341	3856	989	21895	1207	30321	664	1500	21164	427	718	268	126751	5684	67831	387	9219	1451	192	24	4898	337	100851	762	13514
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_timonensis	0	26	0	22	0	0	0	71	92	29	12	21	19	12	32	21	22	0	0	16	56	0	0	0	35	28	66	25	0	11	10	56	26	94	38	0	21	699	476	11	150	25	0	141	19	31	10	28	48	0	0	199	25	563	24	123	172	123	24	0	31	29	27	0	14	0	0	259	13	93	30	0	34	10	184	78	52	134
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	880	1381	147	26	535	1293	129	914	6065	1842	1272	1445	325	119	5087	3091	3566	290	0	468	1006	0	948	43	3159	804	80	27	213	1556	758	5000	222	7184	1593	211	1550	48313	8775	745	2100	2394	610	3610	855	6222	2287	392	15905	174	331	18452	333	1163	140	5384	1076	1357	1313	652	2805	835	61	281	560	851	267	1988	164	366	149	129	148	313	278	2016	821	22644
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Vagococcaceae|g__Vagococcus|s__Vagococcus_sp003462485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Vagococcaceae|g__Vagococcus|s__Vagococcus_teuberi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
