	ERR1912946	ERR1912949	ERR1912953	ERR1912957	ERR1912958	ERR1912961	ERR1912964	ERR1912967	ERR1912971	ERR1912972	ERR1912976	ERR1912979	ERR1912983	ERR1912986	ERR1912989	ERR1912990	ERR1912991	ERR1912994	ERR1912997	ERR1912998	ERR1913002	ERR1913006	ERR1913007	ERR1913010	ERR1913014	ERR1913017	ERR1913021	ERR1913025	ERR1913029	ERR1913032	ERR1913036	ERR1913037	ERR1913040	ERR1913044	ERR1913047	ERR1913050	ERR1913054	ERR1913057	ERR1913060	ERR1913063	ERR1913064	ERR1913069	ERR1913073	ERR1913076	ERR1913080	ERR1913084	ERR1913088	ERR1913092	ERR1913096	ERR1913100	ERR1913104	ERR1913108	ERR1913111	ERR1913115	ERR1913116	ERR1913119	ERR1913122	ERR1913126	ERR1913127
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877_sp900768815"	0	0	0	0	28	50	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	55	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__MGYG000004455"	0	41	0	0	0	0	21	203	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	81	0	0	0	0	188	0	0	0	0	183	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__MGYG000004741"	3517	3553	76	0	151	93731	0	2754	201	8039	2652	76	0	0	685	46	1082	767	519	0	268	1254	6616	315	122	506	7676	12	556	450	214	0	11814	251	173	10555	0	0	302	20	34	818	39	72	140	16	43	358	165	547	12	1235	944	49	1159	648	20885	426	1464
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__MGYG000004795"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-878;s__CAG-878_sp000432255"	0	0	0	0	0	0	2838	96	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	992	83	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	62	0	88	0	0	86	0	0	17	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-884;s__CAG-884_sp000433875"	0	0	0	0	0	21	258	0	0	0	0	0	0	0	0	0	0	16	0	12	0	69	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-884;s__MGYG000001743"	0	43	26	0	62	0	0	71	0	0	10	59	0	0	488	0	0	0	764	0	0	201	16	0	0	21	26	12	0	0	15	0	22	0	0	118	0	0	115	0	86	44	0	22	111	0	17	29	20	0	12	0	16	160	0	47	47	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-884;s__MGYG000004167"	0	0	0	0	0	0	10	0	0	0	0	0	0	0	12	77	0	0	0	17	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-914;s__CAG-914_sp000437895"	144	28	0	0	0	16	0	572	0	0	117	0	0	0	1007	0	0	33	0	191	11	0	0	0	0	35	15	0	14	19	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	15	0	0	0	0	32	0	0	20	0	10	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-988;s__CAG-988_sp003149915"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1535	0	0	0	0	0	0	0	0	68989	0	0	0	0	0	24	0	0	0	0	204	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__HGM10766;s__HGM10766_sp900757295"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__HGM10818;s__MGYG000004051"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	28	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__HGM10836;s__HGM10836_sp900772095"	3050	20	0	68	0	0	122	30	0	12	58	1478	0	56	100	150	45	57	13	67	2459	0	0	0	0	0	207	134	693	21	252	0	1382	0	0	0	0	0	1659	0	0	0	216	0	25	563	0	770	0	0	0	2082	1220	0	0	18	0	126	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__HGM10873;s__HGM10873_sp900753645"	0	0	0	0	86	60	0	24	0	0	11	0	39	31	0	40	64	0	11	25	0	0	0	0	0	38	0	65	0	55	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	74	0	0	0	0	0	0	29	46	0	0	46	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__MGYG000004177;s__MGYG000004177"	0	0	0	0	0	0	27	16	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG11198;s__MGYG000002182"	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	640	0	40	0	0	0	0	0	0	0	0	12	0	0	0	13	0	0	0	0	0	0	62	0	0	0	0	39	0	0	0	0	10	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG11198;s__MGYG000004509"	0	0	0	0	0	26	0	0	0	0	0	0	0	0	82	0	0	0	417	0	0	227	0	0	198	0	0	0	0	0	0	0	0	86	0	73	0	0	0	0	15	0	19	0	0	0	21	45	0	23	0	0	35	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG11241;s__MGYG000004216"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG13868;s__MGYG000004228"	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	32	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG13868;s__MGYG000004303"	0	0	44	0	0	0	0	0	0	0	13	0	0	0	82	0	0	69	0	0	0	0	0	0	0	0	92	102	49	0	0	0	0	0	0	49	0	0	0	0	0	0	0	40	16	0	18	16	0	0	0	0	11	0	0	0	59	19	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG705;s__MGYG000004753"	456	185	0	311	0	16968	14	127	0	1091	19	10	34	0	313	0	292	2183	0	143	57	0	1356	79	51	0	0	0	0	219	0	0	2196	72	0	1899	20	0	53	27	0	428	0	877	110	39	91	31	0	345	9097	244	499	0	215	13	4509	164	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG705;s__MGYG000004890"	0	0	0	0	0	0	0	80	0	39	15	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG705;s__RUG705_sp900551455"	18	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG705;s__RUG705_sp900759875"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA11963;s__UBA11963_sp900552975"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	17	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA3631;s__MGYG000004417"	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	12	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	15	0	0	65	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA3631;s__UBA3631_sp900544605"	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA3631;s__UBA3631_sp900546275"	0	0	0	0	0	7286	0	0	0	0	0	0	0	0	0	0	0	180	0	0	32	0	0	0	0	0	20	0	0	0	0	0	0	35	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__UBA3789_sp900543055"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__MGYG000000426"	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__MGYG000002249"	0	0	1077	0	0	371	0	0	0	0	0	0	0	0	270	0	0	0	1068	0	0	201	0	0	0	2624	217	142	0	92	0	0	356	462	272	292	0	0	0	2289	245	4750	0	0	0	0	904	51	0	47	914	0	0	0	0	0	1063	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__MGYG000004669"	132	0	0	0	0	88	829	0	0	0	0	0	0	0	110	0	0	628	0	1267	109	0	0	0	0	0	0	19	198	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	49	0	108	165	0	40	66	0	0	0	0	0	0	616	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__UBA5026_sp900546745"	0	0	306	0	0	219	156	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	48	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__UBA5026_sp900550255"	0	0	11898	0	0	13996	160	0	0	0	0	0	26	0	0	0	0	0	0	526	0	0	0	0	0	0	6341	0	759	0	0	0	0	50	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__UBA5026_sp900552335"	0	0	0	0	0	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__UBA5026_sp900557305"	0	0	0	0	0	369	442	0	0	0	0	0	0	0	148	0	0	687	0	0	167	0	0	2919	0	1867	194	0	0	356	0	0	0	445	0	0	0	0	0	387	95	0	0	0	0	0	194	319	0	0	0	0	0	0	0	0	620	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA6414;s__MGYG000000469"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA7057;s__MGYG000001048"	10	15	345	0	0	45	0	139	19	150	0	74	12	0	79	11	13	0	50	14	24	0	0	0	33	53	31	96	0	0	137	0	0	0	0	15	50	17	36	59	0	202	0	0	104	31	77	22	66	0	106	15	19	0	16	17	19	12	20
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA7057;s__MGYG000004391"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA7057;s__UBA7057_sp900542735"	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	963	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA7057;s__UBA7057_sp900543675"	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1045;s__MGYG000004401"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1045;s__UMGS1045_sp900547995"	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	938	0	0	1126	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1124;s__UMGS1124_sp900548725"	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1217;s__MGYG000004776"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1106	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	66	0	0	214	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1217;s__UMGS1217_sp900549625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1449;s__MGYG000004333"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1572;s__UMGS1572_sp900553045"	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	1327	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1611;s__UMGS1611_sp900553435"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	48	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1613;s__MGYG000004530"	0	64	0	0	0	11	0	118	0	0	0	0	0	0	621	0	0	42	0	0	13	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1613;s__UMGS1613_sp900553395"	0	0	0	0	101	42	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17	0	0	30	0	0	0	0	20	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1648;s__UMGS1648_sp900553765"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	18	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS2016;s__MGYG000001840"	20	0	812	0	0	0	15	132	0	20	0	0	0	0	484	0	0	21	63	54	12	0	0	0	0	0	0	38	31	0	0	0	0	0	0	21	0	0	0	0	0	101	0	0	0	32	36	0	0	10	0	0	0	32	10	0	0	15	15
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS2016;s__MGYG000002207"	0	0	0	196	45	0	0	14	90	13	30	0	0	0	0	0	74	0	17	32	14	0	0	0	0	0	0	10	0	0	13	0	16	12	0	0	0	0	0	10	0	48	0	27	11	0	0	0	0	0	11	0	14	0	0	0	15	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016_sp900557185"	20	54	86	21	276	93	0	57	0	41	0	44	11	0	485	49	10	0	16	0	44	0	0	14	14	58	12	24	70	412	62	0	0	46	0	214	30	0	80	31	82	786	27	16	85	12	41	142	19	13	219	24	85	84	25	0	10	220	19
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS2068;s__UMGS2068_sp900769635"	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS995;s__MGYG000004527"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	42	0	0	0	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	29	0	11	0	0	75	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS995;s__UMGS995_sp900547465"	0	0	0	0	0	0	0	0	10	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429	0	0	0	0	207	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS995;s__UMGS995_sp900769695"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-288;s__CAG-288_sp000437395"	0	0	0	0	0	10	386	0	0	0	0	0	2256	0	0	174	0	253	0	677	0	0	0	201	0	0	13484	0	618	2301	179	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	1174	5030	0	2395	0	0	0	0	0	0	0	71	402
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-345;s__CAG-345_sp000433315"	0	0	0	0	0	0	0	0	0	26	0	0	11	0	0	1093	0	0	0	0	0	0	0	143266	0	0	4287	0	0	25	456	0	0	0	0	317	0	79	0	0	5176	10	0	0	0	0	8932	0	0	58	0	0	11	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568_sp000434395"	0	0	0	0	0	0	36790	0	0	0	0	0	0	0	0	0	0	26471	0	0	11462	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	168844	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__HGM10890;s__HGM10890_sp900769965"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__MGYG000004360"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	74	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	13	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__UBA7642_sp900763245"	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	4337	0	0	0	0	2496	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__UBA7642_sp900770925"	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__CAG-449;s__CAG-449_sp000432895"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	0	465	0	0	24	0	388	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	163	0	0	0	0	2750	0	0	0	0	0	34
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__CAG-449;s__CAG-449_sp900551385"	0	0	0	0	0	0	0	0	0	85	0	19	0	0	0	0	0	0	189	0	213	0	27	0	31	0	222	0	64	0	988	0	0	0	0	0	0	0	0	0	31	267	0	0	0	0	10	5189	14	134	0	0	688	0	0	47	21	242	604
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__CAG-449;s__MGYG000004199"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	16	32	0	14	0	20	10	0	0	0	111	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	11	166	0	0	0	94	10	17	0	708	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__CAG-449;s__MGYG000004440"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	78	0	21	0	276	0	0	0	43	0	0	0	0	0	82	0	0	0	0	0	14	1320	0	0	0	0	195	0	0	0	0	91	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__UBA3210;s__UBA3210_sp900755065"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631;s__CAG-631_sp000433015"	0	0	0	449	0	0	0	7380	0	0	0	0	0	0	7378	0	0	0	0	3476	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	2591	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631;s__CAG-631_sp900754115"	0	3889	1847	142	430	0	0	0	0	2219	0	0	51	0	358	0	0	0	4236	970	0	0	0	853	264	1263	82	0	0	0	1695	0	0	0	0	1436	196	0	0	0	64	415	70	0	0	416	79	35	0	0	0	0	11	1151	135	292	0	0	886
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631;s__CAG-631_sp900762575"	35	30	114	0	0	0	0	14	811	0	27	0	0	0	13	0	0	0	0	13	0	22	1152	15	0	47	26	0	54	0	23	0	0	0	0	0	0	0	0	35	38	0	0	755	311	0	0	0	0	42	0	14	39	0	153	64	926	21	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631;s__MGYG000001800"	39	0	27	20	0	152	0	67	0	0	0	0	11	0	257	0	21	0	95	21	82	0	0	0	0	0	24	93	141	25	21	0	0	25	0	0	0	0	21	0	466	0	0	44	0	31	0	87	0	11	15	0	0	0	0	25	37	17	0
